,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455
290,,33419.976,16505,10761.867,6577.5469,9819.5273,63652.078,195800.1,62634.719,11768.672,12516.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,,35623.137,25525.672,14253.258,8680.2109,8901.0469,19456.383,161972.07,212151.16,33595.527,14706.41,15955.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,,47335.387,24576.18,18811.008,11219.75,12762.508,13786.367,57725.133,281604.48,161218.18,22127.545,17610.99,19238.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,,66538.91,35148.937,22970.047,16639.766,15745.5,16512.473,23550.16,152169.36,347751.7,91737.588,21741.824,18822.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,,70190.363,39505.797,26500.281,19385.867,20142.008,21200.695,26338.558,48702.742,303079.7,314529.5,60938.57,20144.318,20180.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,,77934.469,47282.523,36520.398,26128.672,24874.078,25400.066,29634.234,35412.07,115411.89,438260.95,239008.11,35788.482,19398.674,26761.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,,92284.973,55576.508,39947.328,28557.344,30804.043,32144.379,36456.617,39797.445,50368.465,252173.91,453474.33,140821.2,24926.469,20743.73,33232.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,,99807.855,64422.851,44209.844,36262.258,34884.48,38276,42011.73,45003.676,49596.84,80393.498,387052.44,377855.69,73199.951,23071.601,25300.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,,125146.44,75939.75,54611.242,44044.328,44151.84,43782.207,50479.605,53596.516,55616.211,58090.912,173932.07,490279.41,262837.38,32689.012,25085.331,25733.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,,110441.23,95399.992,65662.289,50592.203,51955.637,53489.68,57724.926,62614.226,65108.176,65631.717,79167.781,314323.67,516592.76,135014.38,29764.88,25252.035,27044.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,,161696.2,99720.476,72159.68,58594.07,59663.055,59938.187,69347.98,74898.504,74913.183,74099.865,70555.379,123989.03,473294.01,452705.37,78892.968,28888.589,25870.544,29479.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,,169012.58,128246.95,82789.789,67667.945,67394.535,69402.41,75847.719,83764.965,87128.219,85156.971,79065.547,75825.744,215184.4,615710.87,301660.46,48998.799,30118.192,27641.954,32793.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,,196860.87,125477.76,104757.45,78755.976,78216.812,81036.656,87639.633,92887.25,94982.578,96155.234,89624.371,81619.773,91493.603,367048.47,566382.22,165831.97,38964.86,31416.024,30558.801,35612.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,,193015.19,159361.54,112566.17,91372.203,90575.211,92898.262,97093.742,103306.53,108644.04,108928.22,101168.16,92798.221,83965.869,136523.9,529567.62,429683.77,86297.392,37531.805,34265.928,33887.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,,220768.16,172187.76,132067.08,112324.75,102660.2,105090.82,110376.48,116780.14,122215.06,124066.46,116123.34,105955.72,96030.139,92441.59,280292.37,608652.44,269575.89,51264.205,41478.349,36593.348,37920.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,,235149.83,195214.1,157035.31,132219.98,125369.88,120231.32,127223.83,131557.99,136251.12,139278.5,132870.54,122108.67,111603.51,103704.12,136043.5,472641.89,564819.89,134091.72,52488.918,44522.328,37893.306,41550.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,,245372.59,205135.88,186643.62,157832.24,143122.24,144882.21,146695.1,145857.43,148281.35,151304.39,149634.97,140005.61,128330.75,120287.08,115119.81,234455.74,630283.31,415782.36,91332.992,55436.22,46647.828,38059.388,44689.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,,282893.69,234122.98,209870.48,171746.29,168627.86,162654.8,162333.42,167830.61,169215.73,167922.19,167370.71,159387.32,148867.98,138205.16,129070.84,139270.09,386544.77,704039.38,259509.87,76305.81,57234.457,46907.831,40963.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,,290685.33,281419.73,246605.7,203893.94,192531.3,188082.56,184511.31,187541.12,189842.37,187459.5,184319.92,178142.28,167138.42,158664.04,148796.48,140875.5,187568.91,568423.16,563108.03,162495.34,71299.466,57068.752,46289.723,44115.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,,325350.68,286270.64,259489.88,230166.66,221246.65,209450.19,206669.19,204441.98,206169.14,201568.16,200096.34,196878.09,186598.02,178398.01,168941.29,159535.34,155785.76,276560.74,663168.58,395207.31,106504.29,69350.012,56591.294,44958.82,47719.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,,336791.7,316049.87,285628.87,259955.84,246369.28,233849.83,227113.55,229510.01,230182.98,225530.12,216175.66,213498.19,206364.92,197212.01,186484.53,179673.9,171091.11,174240.79,446775.71,630140.57,234589.07,85996.846,67971.512,54199.762,43868.114,47964.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,,352710.3,317119.39,310285.36,288146.76,272627.88,261230.98,253933.32,247018.07,244603.75,238359.08,234395.04,228519.75,221763.49,214682.65,205299.65,198704.94,189337.99,180611.48,248084.45,584275.31,493519.56,134114.73,81412.04,65683.485,51963.935,41654.494,50097.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,,358998.83,346906.85,354082.16,317316.2,300715.04,284026.59,271315.42,264628.07,260029.03,257868.51,249557.72,243726.23,235136.26,230730.67,223556.2,217049.48,207942.53,196703.49,195861.03,351812.1,644116.4,336333.28,109307.38,78315.774,63905.374,49594.917,44080.812,50882.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,,378453.18,387155.31,368011.24,345429.01,328292.52,309804.54,296613.81,286829.92,282267.58,272192.48,267041.58,257279.65,249668.43,244109.12,239796.64,234250.41,225993.46,213157.75,200729.03,219149.21,481464.68,613033.15,220189.34,96723.455,76164.397,61447.541,47996.588,45673.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,,366222.6,402703.18,380408.73,374431.14,347897.82,335242.39,319794.41,306710.06,298647.81,291086.45,284175.59,273785.94,265053.91,260801.81,256130,250070.29,241898.12,231716.41,217453.52,204847.66,268845.24,597182.4,458605.15,149776.08,90761.105,72885.661,58683.253,46129.241,44794.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,,446328.58,424603.27,425856.78,402946.87,381530.98,361562.71,347176.14,330745.41,316554.63,310223.03,297274.26,288292.98,278601.31,274592.51,269010.41,264363.49,256352.52,246302.46,233268.65,216894.21,209479,353408.86,600163.72,301737.48,115271.61,86562.427,70465.17,54675.968,42785.146,40959.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,,452870.49,436781.6,436402.63,415828.3,404643.16,378934.1,362377.76,346728.98,331697.05,318653.66,307318.62,297493.78,287139.57,282238.82,278439.63,273152.75,266285.25,258274.81,244505.31,227942.86,211498.54,222698.37,480320.07,503273.6,188863.47,100589.87,81772.058,64941.019,49056.839,37691.813,38895.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,,473633.85,446401.61,448131.02,417888.27,408010.95,390077.01,376606.99,362508.01,341782.16,330261.33,318316.86,304702.14,291840.2,285240.74,283215.18,277400.81,270777.16,261435.71,250939.35,236287.59,219050.3,204710.77,294030,550314.45,355222.8,126817.14,93138.671,74721.578,58869.383,41466.652,35519.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,,451657.68,450834.12,440263.32,435223.06,421929.93,409272.45,390792.68,375467.18,358488.22,340387.48,326423.89,310909.42,297428.58,288800.08,284291.79,280358.1,274148.36,266126.38,255858.05,243073.17,228135.07,210516.48,214352.93,402729.93,522011.13,223049.37,108685.3,85525.648,67435.554,49487.01,36640.219,33276.251,0,0,0,0,0,0,0,0,0,0,0,0,0
406,,433310.41,449423.98,455359.02,453434.04,436552.31,425604.05,411566.5,397809.35,372566.31,350499.72,334671.94,317695.77,301992.57,291521.75,286787.09,283425.38,277614.32,270277.14,262305.77,249350.91,236875.98,219810.51,204142.34,254089.08,497454.33,418727.85,153495.77,97378.547,76231.302,57991.17,42344.691,32710.936,31449.089,0,0,0,0,0,0,0,0,0,0,0,0
410,,462489.34,478910.26,461689.15,473600.35,447701.34,434049.11,430645.1,414441.56,387567.09,364368.5,342231.07,324255.79,306266.58,295256.58,288459.78,285962.46,279744.27,272748.44,267081.16,255938.12,243412.85,227565.09,211761.54,205986.55,329519.23,531524.57,279983.34,118177.76,86661.299,66224.457,50365.183,37109.392,29761.356,30264.167,0,0,0,0,0,0,0,0,0,0,0
414,,439719.35,484208.93,470869.37,478215.19,463188.64,449146.08,439075.88,428194.07,400591.53,371447.86,351410.03,330659.64,309339.93,297661.3,290207.34,286069.94,281193.5,275903.33,271451.92,261241.32,249469.16,235308.11,220374.49,206131.67,220526.17,421869.66,440947.39,182879.58,99597.822,74920.759,57951.536,44087.124,32931.515,27255.757,28530.782,0,0,0,0,0,0,0,0,0,0
418,,441875.19,470297.02,475504.32,485490.57,472172.78,469751.77,451123.29,442174.03,411952.6,379547.11,358442.19,334000.62,313012.55,299301.5,290875.7,286509.4,283103.16,278946.92,273242.72,265089.35,254545.59,242831.2,227531.56,213543.77,202326.95,257369.52,464071.16,314726.17,129660.96,86185.973,66308.255,51223.316,38440.743,28882.744,25799.354,27624.153,0,0,0,0,0,0,0,0,0
422,,431856.72,468145.37,477551.83,485033.47,489298.14,477603.82,466643.46,458076.36,422017.83,388205.42,363689.98,336050.67,313478.53,302251.81,291811.85,288902.73,283606.52,279275.13,275888.6,268661.27,259290.07,248248.77,234246.65,222663.12,208438.47,203917.18,341532.63,427285.64,212408.69,98628.736,75181.591,58593.172,45242.946,33987.233,26411.822,24683.833,0,0,0,0,0,0,0,0,0
426,,443260.52,464215.66,489038.97,495198.23,498360.57,492453.81,478372.55,466341.37,433851.61,397607.51,369107.98,341728.86,316248.46,302558.21,294209.28,290331.48,286128.37,279890.11,278466.86,271390.46,263250.71,255176.29,242308.75,230693.12,217530.09,205052.16,235341.68,400443.29,340401.72,135917.9,86052.632,67337.248,52350.66,40710.551,30062.342,24412.397,24793.223,0,0,0,0,0,0,0,0
430,,451183.82,477890.34,487053.63,508466.04,510466.76,503493.98,499646.83,486430.56,442278.77,407065.32,377310.56,347207.16,320965.97,304408.37,293522.43,290886.21,287183.28,283302.3,279887.17,273983.65,268017.89,258479.91,249713.67,237986.74,225265.07,213946.47,205182.84,283828.73,403799.87,236719.83,105549.68,76775.33,60076.586,47160.982,36142.224,27591.282,23335.164,23809.263,0,0,0,0,0,0,0
434,,447601.17,501262.62,496345.21,510737.96,516996.51,517938.43,516472.71,499826.46,461429.96,423921.82,385088.7,351876.79,323807.04,306884.54,295546.59,290773.92,286722.61,283041.37,280633.28,275691.33,272127.63,262455.93,253026,244909.62,234327.27,222959.07,207529.6,210604.96,328375.16,361528.73,163387.83,89057.723,68729.519,54429.856,43321.015,33053.277,25896.058,22464.612,23338.286,0,0,0,0,0,0
438,,439478.18,472257.99,502076.67,533401.71,527083.01,536443.67,533598.87,515874.23,473236.43,427982.87,390675.67,356055.87,328501.8,306859.47,296999.79,289719.86,286868.35,283373.46,282178.33,277043.92,272849.84,267401.75,258091.6,250553.86,241692.55,230705.53,216585.51,198758.56,224852.69,364372.52,266707.06,119138.65,78229.175,63335.674,49663.741,39859.901,30528.537,24309.452,22195.632,0,0,0,0,0,0
442,,463593.78,472895.91,498133.39,523537.1,542975.47,544525.12,540623.44,529350.16,483275.33,438519.65,398281.39,360748.05,329369.45,309232.82,297672.99,290705.06,287839.23,283008.59,284292.65,278291.66,274697.03,269586.31,262673.6,255233.05,247285.54,238254.51,225368.59,205159.64,190027.96,255748.43,335957.04,188210.78,93552.586,71161.341,57103.288,46315.375,36891.64,28298.122,23539.691,21340.212,0,0,0,0,0
446,,464844.16,484986.69,504410.54,532152.62,541007.97,545729.43,556632.12,537754.79,498892.53,447834.12,404315.54,365049.51,331528.57,310028.1,297390.11,291286.17,287580.88,283830.68,285291.09,279213.28,276180.66,272087.39,265037.55,258983.41,251709.93,245324.65,233186.69,213737.25,192766.61,187860.88,294894.1,274918.96,130564.28,80436.772,64997.902,52790.262,43256.792,33897.212,26892.364,22085.341,21055.406,0,0,0,0
