#	
# Fluorescence Model	
#	
name	newSamples
creator	mami.local
email	
doi	
reference	
unit	applied by toolbox (RU)
toolbox	1.0.0
date	08-Feb-2025
fluorometer	
nSample	29
constraints	nonnegativity
validation	validated
methods	
preprocess	
sources	
ecozones	
description	
#	
# Excitation/Emission (Ex, Em), wavelength (nm), component[n] (intensity)	
#	
Em	360	-0.00006732	0.00000000	-0.00000716	0.15281713	0.10038802	
Em	362	0.00147081	0.00000000	0.00042992	0.15811229	0.09069619	
Em	364	0.00453046	-0.00000000	-0.00005075	0.16402170	0.08511785	
Em	366	0.00754228	0.00000000	0.00001569	0.16857690	0.07952823	
Em	368	0.01283108	-0.00000000	-0.00000253	0.16455867	0.07371492	
Em	370	0.01567885	0.00000000	0.00000012	0.17220539	0.06701395	
Em	372	0.02080039	0.00000000	0.00000005	0.17363967	0.06145150	
Em	374	0.02642674	-0.00000000	-0.00000002	0.17446730	0.05781439	
Em	376	0.03099299	0.00000000	0.00000000	0.17514927	0.05482041	
Em	378	0.03668396	-0.00000000	-0.00000000	0.17476087	0.04936643	
Em	380	0.04124130	-0.00000000	-0.00000000	0.17331224	0.04703128	
Em	382	0.04697377	0.00000001	0.00000000	0.17784471	0.04652633	
Em	384	0.05343366	-0.00000010	-0.00000000	0.17568498	0.04232930	
Em	386	0.05833602	0.00000037	0.00000000	0.17224082	0.04115305	
Em	388	0.06390352	-0.00000046	-0.00000000	0.16922930	0.04019717	
Em	390	0.06967461	-0.00000461	-0.00000000	0.16281339	0.03824043	
Em	392	0.07489884	0.00005592	0.00000000	0.16019361	0.03764434	
Em	394	0.08101460	-0.00026993	-0.00000000	0.15465691	0.03578486	
Em	396	0.08809137	0.00189768	-0.00000000	0.14931588	0.03924502	
Em	398	0.09477429	0.00000000	0.00000000	0.13798124	0.03749952	
Em	400	0.10022449	0.00289139	0.00000000	0.13100203	0.03870088	
Em	402	0.10515687	0.00782895	-0.00000000	0.12660728	0.03438985	
Em	404	0.11049994	0.01548426	0.00000000	0.12175770	0.03157885	
Em	406	0.11557630	0.01782931	-0.00000000	0.11709405	0.03212722	
Em	408	0.12072106	0.02442867	-0.00000000	0.10956501	0.02641511	
Em	410	0.12500067	0.02861947	0.00000000	0.10115358	0.02717759	
Em	412	0.12890314	0.03480943	-0.00000000	0.09599599	0.02461232	
Em	414	0.13239187	0.04135236	0.00000000	0.09013318	0.02192976	
Em	416	0.13672560	0.04665993	-0.00000000	0.08036269	0.02205312	
Em	418	0.13971548	0.05344504	-0.00000002	0.07319037	0.01977196	
Em	420	0.14197833	0.05770970	0.00000028	0.06665663	0.01711386	
Em	422	0.14562600	0.06401612	-0.00000134	0.05794934	0.01723354	
Em	424	0.14790210	0.07105399	0.00000484	0.05202128	0.01471367	
Em	426	0.14996996	0.07754673	0.00000000	0.04583205	0.01366062	
Em	428	0.15128076	0.08224248	-0.00009732	0.03976409	0.01262209	
Em	430	0.15247211	0.08881620	0.00101168	0.03294084	0.01026394	
Em	432	0.15470430	0.09460103	0.00091134	0.02692096	0.01212093	
Em	434	0.15601900	0.10328299	-0.00016286	0.02520798	0.00779085	
Em	436	0.15698809	0.10880378	0.00112761	0.01962466	0.00884080	
Em	438	0.15695435	0.11749143	0.00273112	0.01792496	0.00575178	
Em	440	0.15674173	0.11928913	0.00676246	0.01259080	0.00561350	
Em	442	0.15481571	0.12385527	0.01190111	0.00955100	0.00332804	
Em	444	0.15140312	0.12546004	0.02134885	0.00666558	0.00331269	
Em	446	0.15078421	0.13036891	0.02024137	0.00557324	0.00037458	
Em	448	0.14802523	0.13715964	0.02266880	0.00504439	0.00041670	
Em	450	0.14430218	0.13717016	0.03052751	0.00253207	-0.00006806	
Em	452	0.14125962	0.13824200	0.03644115	0.00071413	0.00001108	
Em	454	0.13775969	0.14013620	0.04303644	0.00008313	-0.00000109	
Em	456	0.13516088	0.14313824	0.04546374	0.00001571	-0.00000020	
Em	458	0.13075539	0.14464151	0.05328283	-0.00000983	0.00000009	
Em	460	0.12766799	0.14572838	0.05767354	0.00001666	-0.00000002	
Em	462	0.12248825	0.14529465	0.06570545	-0.00006238	0.00000000	
Em	464	0.11953908	0.14683377	0.06744087	0.00053084	-0.00000000	
Em	466	0.11535430	0.14640087	0.07171178	0.00151727	-0.00000000	
Em	468	0.11080193	0.14618014	0.07704490	0.00297177	0.00000003	
Em	470	0.10681668	0.14563876	0.08193803	0.00310125	-0.00000021	
Em	472	0.10301332	0.14480135	0.08501487	0.00380036	0.00000079	
Em	474	0.09937734	0.14380519	0.09021435	0.00467360	-0.00000092	
Em	476	0.09461262	0.14227350	0.09530574	0.00684848	-0.00000922	
Em	478	0.09001034	0.14065297	0.10025215	0.00962066	0.00010183	
Em	480	0.08594997	0.13826360	0.10543130	0.00999539	0.00019602	
Em	482	0.08272449	0.13707098	0.10791592	0.01142320	-0.00010688	
Em	484	0.07744075	0.13549553	0.11624594	0.01502392	0.00065096	
Em	486	0.07789899	0.13790808	0.10739013	0.01502618	0.00008306	
Em	488	0.07037839	0.13270662	0.12271702	0.01948292	0.00064038	
Em	490	0.06738269	0.13025994	0.12524300	0.01847976	0.00249001	
Em	492	0.06391412	0.12666734	0.12898379	0.01990538	0.00127353	
Em	494	0.05957556	0.12557665	0.13190588	0.02300995	0.00086998	
Em	496	0.05649890	0.12083192	0.13423858	0.02340643	0.00321302	
Em	498	0.05189339	0.11666538	0.13387405	0.02434689	0.00356676	
Em	500	0.04822788	0.11188889	0.13213916	0.02526879	0.00220229	
Em	502	0.04484171	0.10834621	0.13482989	0.02624483	0.00282473	
Em	504	0.04160898	0.10462274	0.13715064	0.02613244	0.00465360	
Em	506	0.03874400	0.10180493	0.13597010	0.02801979	0.00266761	
Em	508	0.03605579	0.09904557	0.13614110	0.02845814	0.00397633	
Em	510	0.03304244	0.09434622	0.13509124	0.02962915	0.00330928	
Em	512	0.03041474	0.09076931	0.13724874	0.02994533	0.00423556	
Em	514	0.02874199	0.08862105	0.13610734	0.02902563	0.00590871	
