300	5.4488E4	4.50895E4	4.96568E4	2.66548E6	1.998E5	1.59192E5	1.14099E7	4.05466E4	6237.23906	3271.14565	2569.0299	1793.17432	1391.3545	1061.11335	989.96882	792.3755	827.24304	740.91116	554.31089	535.17058	690.56409	588.81025
302	4.81802E4	4.63648E4	4.03904E4	1.71122E6	5.07605E5	9.94029E4	9.82711E6	4.33405E5	6578.95374	3661.59597	1813.96963	1670.58903	1374.87472	945.34405	968.35469	913.83897	720.93436	595.38496	498.0124	593.44236	719.59396	453.28552
304	6.2277E4	4.20321E4	3.72299E4	8.74661E5	1.11381E6	8.74786E4	6.1561E6	1.92297E6	7618.17247	3247.96942	1988.16719	1800.99127	1332.43083	924.71878	1101.89063	747.0363	579.09448	709.66043	755.46117	456.28689	441.49027	383.6109
306	4.92714E4	3.95913E4	3.58587E4	3.4434E5	1.89492E6	7.75134E4	2.65079E6	4.99484E6	8847.55432	4028.68244	2555.93715	1408.89428	1110.06219	1007.89283	832.11969	797.38526	597.20182	863.98878	456.69365	523.38427	540.93509	590.07196
308	5.60875E4	3.49032E4	3.40544E4	1.19691E5	2.59225E6	7.35747E4	7.01676E5	8.76983E6	1.35481E4	4458.1248	2261.04824	1905.53211	1483.92623	1401.12527	944.56052	707.65477	617.72094	518.84315	396.60132	373.68066	540.34428	473.9474
310	5.3456E4	3.35558E4	2.75604E4	5.28444E4	2.74212E6	7.94181E4	1.4662E5	1.07086E7	3.64726E4	4696.48565	2378.2632	1753.14044	1443.56605	1093.51029	722.64228	949.58965	616.36772	449.01601	663.93314	567.9373	489.35015	305.24161
312	4.69757E4	2.91919E4	3.06895E4	3.797E4	2.32669E6	1.60851E5	8.78927E4	9.38258E6	3.85842E5	5289.92371	2661.31369	1708.66992	1418.13352	1375.48791	1045.03956	837.88119	723.26182	608.50012	630.69389	485.92548	611.04502	430.0023
314	4.63279E4	3.52444E4	2.93495E4	3.06459E4	1.50637E6	4.17412E5	7.511E4	5.67276E6	1.84845E6	6251.5688	3275.75297	1711.80785	1403.86999	1230.44417	1101.72607	832.84669	622.18458	695.37735	638.70129	599.08097	460.64773	384.80456
316	4.37137E4	2.2996E4	2.96624E4	2.48714E4	7.76697E5	9.02607E5	6.71588E4	2.30514E6	4.75175E6	7327.8563	3567.21317	2067.41072	1413.05088	1337.42743	866.86628	700.8333	535.47754	710.33983	549.85075	558.80951	579.74596	449.00173
318	5.5742E4	3.25893E4	2.86205E4	2.40375E4	3.13104E5	1.5556E6	6.02729E4	5.94502E5	7.95279E6	1.14871E4	3187.61732	2227.30385	1165.99059	1176.68408	1030.90453	895.43807	664.94817	754.07856	408.9736	715.6924	560.49025	344.1919
