Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
600	2.74186165115344	0.00154725865604128	1.61696238855847	0.00333619452383201	0.717130899429321	2.7403143924974	1.15718120387077	2.36809445515624	5.16934488159673E-4	99.8810422462491
595	2.86972261353315		1.69344684870207		0.719892263412476	2.86817535487711	1.21669758425391	2.35734449710106	5.18495071894803E-4	99.8806833366695
590	3.00897586688298		1.7766552985649		0.723316371440887	3.00742860822693	1.28267073974179	2.34466142794553	6.21070334544508E-4	99.8570954764947
585	3.13263115154512		1.85079389543662		0.726323843002319	3.13108389288908	1.34185257711121	2.33340379285912	5.66168982671307E-4	99.8697197125851
580	3.23459599684082		1.91224327898015		0.72833788394928	3.23304873818478	1.3903293465487	2.32538336776849	5.99045477623662E-4	99.862159768356
575	3.3422572444575		1.97717472110351		0.73105776309967	3.34070998580146	1.44298997796129	2.31513041450319	6.30035766407903E-4	99.8550340808699
570	3.46374758186267		2.05004771007013		0.73466420173645	3.46220032320663	1.50364568175362	2.30253733656778	6.19528388250309E-4	99.8574500160021
565	3.58787161066357		2.12537363213243		0.738382756710052	3.58632435200753	1.56687585302337	2.28883759047504	6.7369595262616E-4	99.8449960296646
560	3.72553574683224		2.20761111227257		0.742404222488403	3.7239884881762	1.63646300646194	2.27563255232242	7.22258338289745E-4	99.8338320837089
555	3.87973621887234		2.29914918417243		0.747231364250183	3.8781889602163	1.71550347231841	2.26067100579816	7.1782496453423E-4	99.8348512146641
550	4.03973106979553		2.39403177949642		0.752462446689606	4.03818381113949	1.79890864915851	2.24479648426198	8.25745191703249E-4	99.8100457849105
545	4.21669372924467		2.49842861306365		0.757837355136871	4.21514647058863	1.89087423928827	2.22920508567255	8.56695334865014E-4	99.8029330416839
540	4.39536242970262		2.60319564780127		0.763391971588135	4.39381517104658	1.98471183388951	2.21383028811586	9.61973332933717E-4	99.778742590234
535	4.5856557140985		2.71432431923222		0.769757688045502	4.58410845544246	2.08680395119434	2.19671256268172	9.88053896480026E-4	99.7727507855726
530	4.81971840261636		2.85045477767264		0.776710212230682	4.81817114396032	2.21138607896343	2.17880142675891	0.00109597258180953	99.7479611397063
525	5.06759210670403		2.99384440600594		0.783903956413269	5.06604484804798	2.34427121866719	2.16103188389961	0.00114420161289759	99.7368845992277
520	5.33273465251957		3.14643646398996		0.791250944137573	5.33118739386353	2.48698105573413	2.14363811962766	0.00124148215942664	99.7145463645303
515	5.63983720402682		3.32221662344383		0.799825251102448	5.63828994537078	2.65452437243993	2.12403020439714	0.00132895043818928	99.6944655625505
510	5.94456461491857		3.49454987275522		0.809457659721375	5.94301735626253	2.82598965356843	2.10298624015066	0.00139870222802845	99.6784549768734
505	6.34150179106686		3.71930286599777		0.818737685680389	6.33995453241082	3.04240195266804	2.08386486435528	0.00148997538611058	99.6575083340057
500	6.7931470568403		3.97396000169896		0.828416645526886	6.79159979818426	3.28933085498922	2.06473598965663	0.00160378839776737	99.6313950962091
495	7.67858036970853		4.4791823590552		0.838614106178284	7.67703311105249	3.75350773065997	2.04529567059201	0.001714293093512	99.6060474648555
490	8.36832631812432		4.86520940634083		0.848338663578033	8.36677905946828	4.12451502299868	2.02854857184768	0.00181437191065116	99.5830968924942
485	9.20691440071099		5.33255592400466		0.855348587036133	9.20536714205494	4.55834056561651	2.01945576675225	0.00194762595386074	99.5525466201068
480	10.2266496544488		5.90007071665886		0.866066455841064	10.2251023957928	5.10696396862113	2.00218808251227	0.00209477910735713	99.5188206802095
475	11.768711632662		6.76668938702414		0.879869520664215	11.767164374006	5.95086833156804	1.9773861087774	0.00224130526959129	99.4852497926507
470	14.5305347231888		8.3062897246222		0.895019471645355	14.5289874645328	7.43130508160458	1.95510577280669	0.00238996531437218	99.4512015803049
465	15.2532535874885		8.6758791997079		0.910354375839233	15.2517063288325	7.89508747442325	1.93179700392701	0.00257597054059043	99.4086164607416
460	14.0949079905545		8.00221704224347		0.922647356987	14.0933607318985	7.38014627300245	1.90963162660527	0.00276344508073985	99.365713399503
455	12.5432267936297		7.15091371166073		0.929956316947937	12.5416795349737	6.64693486293651	1.88683653346845	0.00298303475078652	99.3154844194422
450	11.1294467524039		6.4195670544268		0.932973027229309	11.1278994937479	5.98617032876579	1.85893465815267	0.00320995191026621	99.263606023575
445	8.86610675363529		5.18709706130463		0.935176968574524	8.86455949497925	4.84773377321132	1.82859866273288	0.00353079679750427	99.1902998674819
440	7.98964138994997		4.71775630927378		0.939942717552185	7.98809413129393	4.43128485434075	1.80265868565616	0.00384834801838483	99.1177995492661
435	7.8557044647039		4.63929910450915		0.948230147361755	7.85415720604786	4.39595979329901	1.78667630628023	0.00419635899727349	99.0384058035692
430	8.38620620086537		4.92369014829465		0.960858643054962	8.38465894220933	4.72776462337035	1.77349331241284	0.00459782020494906	98.9468971424248
425	8.83700787875156		5.18299695194602		0.977734744548798	8.83546062009552	5.06433428750761	1.74464403779393	0.00499950920631942	98.8554211815701
420	8.31162661913213		4.92979910139525		0.992123365402222	8.31007936047609	4.88765895869448	1.7002166948849	0.00547824044457322	98.7465109696943
415	7.06828122175654		4.27286142042649		0.999114215373993	7.0667339631005	4.2657433460972	1.65662427149209	0.005996487975101	98.6287461445458
