Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
600	211.124	-12.2080447252181
600	212.698	-59.6201401624541
600	214.273	-78.0398004730465
600	215.848	-12.2489479338727
600	217.424	-34.1294369030613
600	219.001	-10.4856331976133
600	220.579	-9.6404330371974
600	222.157	54.3959967675984
600	223.736	-13.1812897127265
600	225.315	89.4328778442455
600	226.896	-1.75975793550682
600	228.477	-4.51054486228482
600	230.058	-55.1540553095764
600	231.641	-78.0184596685311
600	233.224	17.5958009546919
600	234.808	-33.3358103535577
600	236.392	-3.43593105332828
600	237.977	8.6867504538282
600	239.563	35.894530039697
600	241.15	101.681825778118
600	242.737	-49.9601447211175
600	244.325	-57.858603826571
600	245.913	5.26860340426276
600	247.503	-12.2738455391406
600	249.093	6.14047957032289
600	250.683	-24.5450162529095
600	252.274	48.5003969468399
600	253.866	3.34916286379733
600	255.459	-83.5392203374547
600	257.052	-73.7807706558408
600	258.646	3.62945412182321
600	260.241	62.0384390076488
600	261.836	8.50834347459668
600	263.432	-19.9140396156425
600	265.028	-67.760881161872
600	266.625	-2.75641428423362
600	268.223	-5.63563679568238
600	269.822	1.82886659357092
600	271.421	67.6611408605712
600	273.021	-59.6567849703972
600	274.621	19.7134579906975
600	276.222	49.7450425037929
600	277.824	-47.7890408843917
600	279.426	-23.7854566346062
600	281.029	31.4444702817697
600	282.633	-6.12910823960801
600	284.237	7.79486363597511
600	285.842	30.9186716331221
600	287.448	-74.2828421388839
600	289.054	8.47742630970824
600	290.661	-50.6598537852523
600	292.268	34.5285168326165
600	293.876	5.08326702190888
600	295.485	-43.8105972120818
600	297.094	-117.884598618588
600	298.704	-104.550461306387
600	300.315	-132.484765523225
600	301.926	-127.02586176284
600	303.538	-49.6023581273681
600	305.15	-43.7608244056069
600	306.763	-41.9742360574687
600	308.377	-5.8944836497845
600	309.991	38.6420124754331
600	311.606	59.0983470098429
600	313.221	17.6811717435152
600	314.837	67.587369697781
600	316.454	-1.69374711115964
600	318.071	-16.036794343677
