Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
600	211.124	-1.77119076405392
600	212.698	5.30828005097932
600	214.273	-15.0514463269705
600	215.848	-0.886330415524526
600	217.424	2.65516907238625
600	219.001	-10.6297907049148
600	220.579	20.3661946727284
600	222.157	-7.96903537794705
600	223.736	-9.74140219559708
600	225.315	-15.9321904879136
600	226.896	-20.3603144047479
600	228.477	39.8387085949567
600	230.058	12.3895149464067
600	231.641	-27.4456654877617
600	233.224	-28.3334659702813
600	234.808	38.9559063402205
600	236.392	-0.00205809379317667
600	237.977	-21.2489969274646
600	239.563	-8.85036756568815
600	241.15	-19.4731019490263
600	242.737	-21.2501729810607
600	244.325	-6.1951984933019
600	245.913	15.9395408228892
600	247.503	6.19255237271067
600	249.093	-29.209799930239
600	250.683	16.5865866787276
600	252.274	37.9870627390151
600	253.866	-6.90426522789108
600	255.459	-27.240110846021
600	257.052	-12.5756298382418
600	258.646	29.2858313236626
600	260.241	9.35699955617192
600	261.836	-2.84867622892282
600	263.432	-2.8846222820217
600	265.028	23.14730644229
600	266.625	-17.2138683588807
600	268.223	-0.00126010923657915
600	269.822	-14.991668144103
600	271.421	-30.4726110881067
600	273.021	-5.47830765062891
600	274.621	-21.7381795974075
600	276.222	-36.7988437951286
600	277.824	8.94924618887994
600	279.426	-12.4323961588317
600	281.029	-13.2228142172516
600	282.633	1.76120288580666
600	284.237	-13.137159441982
600	285.842	2.6079285879036
600	287.448	9.49354859472358
600	289.054	-1.71802357002934
600	290.661	31.5590046719868
600	292.268	5.10469189347691
600	293.876	-5.09544706438323
600	295.485	15.2954006705303
600	297.094	-40.7866755464397
600	298.704	8.49784530543176
600	300.315	6.79924292005557
600	301.926	-56.83120204486
600	303.538	26.274541443111
600	305.15	50.9387751987143
600	306.763	-34.7477165786277
600	308.377	-2.54951490604045
600	309.991	59.5171865701465
600	311.606	-17.0468950742278
600	313.221	-14.4753576654571
600	314.837	8.53195756889074
600	316.454	2.55242477019363
