EX	EM	
nm	nm	
		Z of Processed Data: RM
495	484.124	0
495	485.792	0
495	487.459	0
495	489.127	0
495	490.795	0
495	492.464	0
495	494.133	0
495	495.802	0
495	497.472	0
495	499.142	0
495	500.812	0
495	502.483	0
495	504.154	0
495	505.825	90.8949236917961
495	507.497	98.7650311878303
495	509.169	102.376866531948
495	510.842	110.710079482215
495	512.514	110.671578605125
495	514.187	115.303564240643
495	515.861	127.557489296495
495	517.535	131.560898450275
495	519.209	144.677609869039
495	520.883	144.334915099227
495	522.558	150.854135642366
495	524.233	154.481391544819
495	525.908	167.545531223584
495	527.584	166.254652910477
495	529.26	182.025472367118
495	530.936	159.987821400046
495	532.613	164.082781408287
495	534.29	173.849918128262
495	535.967	175.983104970114
495	537.644	172.299664880707
495	539.322	189.589628767448
495	541	177.05755079704
495	542.678	191.838552776546
495	544.357	189.065628700523
495	546.036	181.651444044498
495	547.715	210.892556580406
495	549.395	195.875114399073
495	551.074	194.242606249188
495	552.754	199.132432908643
495	554.435	190.526932393522
495	556.115	184.027217747137
495	557.796	183.366045873046
495	559.477	201.268937279076
495	561.159	176.132934007595
495	562.84	195.275516602549
495	564.522	194.658770976617
495	566.204	178.306136561308
495	567.886	178.576759425499
495	569.569	180.042470082573
495	571.252	188.155298708955
495	572.935	179.86526124847
495	574.618	182.012581970537
495	576.302	179.09945916702
495	577.986	178.410012058231
495	579.67	172.712073929631
495	581.354	160.695786830381
495	583.038	167.95612543139
495	584.723	153.701992535437
495	586.408	154.441649283046
495	588.093	155.492857945745
495	589.778	152.280110697146
495	591.464	137.718694365004
495	593.15	142.007519322409
495	594.835	137.247701263702
495	596.522	137.744509397601
495	598.208	142.063044482445
495	599.894	144.54382796195
495	601.581	138.652974101834
495	603.268	133.456583495246
495	604.955	139.794030454199
495	606.643	133.294573569451
495	608.33	127.553913211581
495	610.018	115.238079884663
495	611.705	123.801052959148
495	613.394	129.025462055323
495	615.082	113.14693271029
495	616.77	120.806717132561
495	618.459	98.930196903168
495	620.147	138.770975554865
490	211.124	0
490	212.698	0
490	214.273	0
490	215.848	0
490	217.424	0
490	219.001	0
490	220.579	0
490	222.157	0
490	223.736	0
490	225.315	0
490	226.896	0
490	228.477	0
490	230.058	0
490	231.641	0
490	233.224	0
490	234.808	0
490	236.392	0
490	237.977	0
490	239.563	0
490	241.15	0
490	242.737	0
490	244.325	0
490	245.913	0
490	247.503	0
490	249.093	0
490	250.683	0
490	252.274	0
490	253.866	0
490	255.459	0
490	257.052	0
490	258.646	0
490	260.241	0
490	261.836	0
490	263.432	0
490	265.028	0
490	266.625	0
490	268.223	0
490	269.822	0
490	271.421	0
490	273.021	0
490	274.621	0
490	276.222	0
490	277.824	0
490	279.426	0
490	281.029	0
490	282.633	0
490	284.237	0
490	285.842	0
490	287.448	0
490	289.054	0
490	290.661	0
490	292.268	0
490	293.876	0
490	295.485	0
490	297.094	0
490	298.704	0
490	300.315	0
490	301.926	0
490	303.538	0
490	305.15	0
490	306.763	0
490	308.377	0
490	309.991	0
490	311.606	0
490	313.221	0
490	314.837	0
490	316.454	0
490	318.071	0
490	319.689	0
490	321.307	0
490	322.926	0
490	324.546	0
490	326.166	0
490	327.787	0
490	329.408	0
490	331.03	0
490	332.653	0
490	334.276	0
490	335.9	0
490	337.524	0
490	339.149	0
490	340.774	0
490	342.4	0
490	344.026	0
490	345.653	0
490	347.281	0
490	348.909	0
490	350.538	0
490	352.167	0
490	353.797	0
490	355.428	0
490	357.059	0
490	358.69	0
490	360.322	0
490	361.955	0
490	363.588	0
490	365.222	0
490	366.856	0
490	368.491	0
490	370.126	0
490	371.762	0
490	373.398	0
490	375.035	0
490	376.672	0
490	378.31	0
490	379.949	0
490	381.588	0
490	383.227	0
490	384.867	0
490	386.508	0
490	388.149	0
490	389.79	0
490	391.432	0
490	393.075	0
490	394.718	0
490	396.361	0
490	398.005	0
490	399.65	0
490	401.295	0
490	402.941	0
490	404.587	0
490	406.233	0
490	407.88	0
490	409.527	0
490	411.175	0
490	412.824	0
490	414.473	0
490	416.122	0
490	417.772	0
490	419.422	0
490	421.073	0
490	422.724	0
490	424.376	0
490	426.028	0
490	427.681	0
490	429.334	0
490	430.987	0
490	432.641	0
490	434.295	0
490	435.95	0
490	437.606	0
490	439.261	0
490	440.918	0
490	442.574	0
490	444.231	0
490	445.889	0
490	447.547	0
490	449.205	0
490	450.864	0
490	452.523	0
490	454.182	0
490	455.842	0
490	457.503	0
490	459.164	0
490	460.825	0
490	462.487	0
490	464.149	0
490	465.811	0
490	467.474	0
490	469.137	0
490	470.801	0
490	472.465	0
490	474.13	0
490	475.794	0
490	477.46	0
490	479.125	0
490	480.791	0
490	482.458	0
490	484.124	0
490	485.792	0
490	487.459	0
490	489.127	0
490	490.795	0
490	492.464	0
490	494.133	0
490	495.802	0
490	497.472	0
490	499.142	0
490	500.812	91.2137604502471
490	502.483	97.5669620938913
490	504.154	101.843729626339
490	505.825	114.148128901372
490	507.497	120.451569223201
490	509.169	124.903816031031
490	510.842	137.313839123819
490	512.514	141.537556922482
490	514.187	147.69078213026
490	515.861	155.824320186494
490	517.535	169.137094269062
490	519.209	161.951647502595
490	520.883	178.930421080227
490	522.558	176.796704527182
490	524.233	190.30366411048
490	525.908	201.30309072761
490	527.584	193.900682544107
490	529.26	201.219208242468
490	530.936	196.227348200856
490	532.613	207.381237835072
490	534.29	192.924124888851
490	535.967	209.772927757607
490	537.644	200.543090563224
490	539.322	215.232449091378
490	541	199.414204150098
490	542.678	228.629391674519
490	544.357	207.507870961636
490	546.036	200.131866246747
490	547.715	220.723949645386
490	549.395	222.119319342161
490	551.074	221.805663919235
490	552.754	223.110210300539
490	554.435	220.854135003181
490	556.115	200.797949375362
490	557.796	212.022039850918
490	559.477	215.757039404868
490	561.159	201.241277347027
490	562.84	204.913450837416
490	564.522	210.248903644474
490	566.204	202.284589396926
490	567.886	194.123580305745
490	569.569	198.657615456684
490	571.252	197.270279433166
490	572.935	199.985092380172
490	574.618	197.004233662816
490	576.302	183.062702103425
490	577.986	191.933301508713
490	579.67	194.939218674803
490	581.354	172.094720165377
490	583.038	171.058534717553
490	584.723	171.79961088731
490	586.408	162.869378831309
490	588.093	161.781386000315
490	589.778	164.531993126655
490	591.464	158.32962201883
490	593.15	146.455648025402
490	594.835	153.060101675345
490	596.522	148.969609867146
490	598.208	153.767578798627
490	599.894	143.132088811301
490	601.581	138.953256637471
490	603.268	142.776506455975
490	604.955	155.104221815964
490	606.643	155.977170271092
490	608.33	123.79348641588
490	610.018	122.164827455061
490	611.705	133.655022518763
490	613.394	129.380370538412
490	615.082	123.990776977349
490	616.77	130.130973025961
490	618.459	84.1237493769223
490	620.147	140.634154224705
485	211.124	0
485	212.698	0
485	214.273	0
485	215.848	0
485	217.424	0
485	219.001	0
485	220.579	0
485	222.157	0
485	223.736	0
485	225.315	0
485	226.896	0
485	228.477	0
485	230.058	0
485	231.641	0
485	233.224	0
485	234.808	0
485	236.392	0
485	237.977	0
485	239.563	0
485	241.15	0
485	242.737	0
485	244.325	0
485	245.913	0
485	247.503	0
485	249.093	0
485	250.683	0
485	252.274	0
485	253.866	0
485	255.459	0
485	257.052	0
485	258.646	0
485	260.241	0
485	261.836	0
485	263.432	0
485	265.028	0
485	266.625	0
485	268.223	0
485	269.822	0
485	271.421	0
485	273.021	0
485	274.621	0
485	276.222	0
485	277.824	0
485	279.426	0
485	281.029	0
485	282.633	0
485	284.237	0
485	285.842	0
485	287.448	0
485	289.054	0
485	290.661	0
485	292.268	0
485	293.876	0
485	295.485	0
485	297.094	0
485	298.704	0
485	300.315	0
485	301.926	0
485	303.538	0
485	305.15	0
485	306.763	0
485	308.377	0
485	309.991	0
485	311.606	0
485	313.221	0
485	314.837	0
485	316.454	0
485	318.071	0
485	319.689	0
485	321.307	0
485	322.926	0
485	324.546	0
485	326.166	0
485	327.787	0
485	329.408	0
485	331.03	0
485	332.653	0
485	334.276	0
485	335.9	0
485	337.524	0
485	339.149	0
485	340.774	0
485	342.4	0
485	344.026	0
485	345.653	0
485	347.281	0
485	348.909	0
485	350.538	0
485	352.167	0
485	353.797	0
485	355.428	0
485	357.059	0
485	358.69	0
485	360.322	0
485	361.955	0
485	363.588	0
485	365.222	0
485	366.856	0
485	368.491	0
485	370.126	0
485	371.762	0
485	373.398	0
485	375.035	0
485	376.672	0
485	378.31	0
485	379.949	0
485	381.588	0
485	383.227	0
485	384.867	0
485	386.508	0
485	388.149	0
485	389.79	0
485	391.432	0
485	393.075	0
485	394.718	0
485	396.361	0
485	398.005	0
485	399.65	0
485	401.295	0
485	402.941	0
485	404.587	0
485	406.233	0
485	407.88	0
485	409.527	0
485	411.175	0
485	412.824	0
485	414.473	0
485	416.122	0
485	417.772	0
485	419.422	0
485	421.073	0
485	422.724	0
485	424.376	0
485	426.028	0
485	427.681	0
485	429.334	0
485	430.987	0
485	432.641	0
485	434.295	0
485	435.95	0
485	437.606	0
485	439.261	0
485	440.918	0
485	442.574	0
485	444.231	0
485	445.889	0
485	447.547	0
485	449.205	0
485	450.864	0
485	452.523	0
485	454.182	0
485	455.842	0
485	457.503	0
485	459.164	0
485	460.825	0
485	462.487	0
485	464.149	0
485	465.811	0
485	467.474	0
485	469.137	0
485	470.801	0
485	472.465	0
485	474.13	0
485	475.794	0
485	477.46	0
485	479.125	0
485	480.791	0
485	482.458	0
485	484.124	0
485	485.792	0
485	487.459	0
485	489.127	0
485	490.795	0
485	492.464	0
485	494.133	0
485	495.802	103.602600499501
485	497.472	110.004856787449
485	499.142	116.1995809014
485	500.812	113.808562869492
485	502.483	126.30841321412
485	504.154	139.780078000527
485	505.825	153.057417627138
485	507.497	152.828399579114
485	509.169	155.303289702106
485	510.842	168.653321231504
485	512.514	178.788471139949
485	514.187	184.560751846681
485	515.861	194.574938834358
485	517.535	200.276550220569
485	519.209	206.166963032434
485	520.883	214.246188493131
485	522.558	225.424254993742
485	524.233	225.826719895703
485	525.908	227.866023546446
485	527.584	233.904575221351
485	529.26	236.715159667481
485	530.936	228.612574661246
485	532.613	228.856841334034
485	534.29	238.733102669784
485	535.967	232.364554664112
485	537.644	227.277777573516
485	539.322	240.460779812378
485	541	235.55572588091
485	542.678	247.000289918119
485	544.357	245.975394220035
485	546.036	242.783941604091
485	547.715	250.022924410758
485	549.395	252.940148128207
485	551.074	245.260101603837
485	552.754	242.942958201262
485	554.435	252.713923697128
485	556.115	229.998827146299
485	557.796	238.994693028528
485	559.477	231.138418911744
485	561.159	235.212918722258
485	562.84	234.486620573087
485	564.522	233.293647597234
485	566.204	225.109045041584
485	567.886	221.291530190857
485	569.569	218.384958565866
485	571.252	233.824258305077
485	572.935	221.196751504189
485	574.618	206.29218480061
485	576.302	215.793017100184
485	577.986	217.11506683731
485	579.67	211.207160568732
485	581.354	195.077212101716
485	583.038	196.619536424564
485	584.723	191.031717752938
485	586.408	178.241368481799
485	588.093	181.561911516054
485	589.778	175.928159875781
485	591.464	167.616045143502
485	593.15	162.553950513982
485	594.835	167.147617714749
485	596.522	158.88498338889
485	598.208	161.264108135006
485	599.894	162.344445335607
485	601.581	162.486910818179
485	603.268	151.687212340045
485	604.955	156.716057310079
485	606.643	147.31816858317
485	608.33	143.667812273143
485	610.018	137.617437191501
485	611.705	133.86691958682
485	613.394	145.059804708738
485	615.082	136.681599187756
485	616.77	135.875259546607
485	618.459	111.202177087024
485	620.147	149.083690053621
480	211.124	0
480	212.698	0
480	214.273	0
480	215.848	0
480	217.424	0
480	219.001	0
480	220.579	0
480	222.157	0
480	223.736	0
480	225.315	0
480	226.896	0
480	228.477	0
480	230.058	0
480	231.641	0
480	233.224	0
480	234.808	0
480	236.392	0
480	237.977	0
480	239.563	0
480	241.15	0
480	242.737	0
480	244.325	0
480	245.913	0
480	247.503	0
480	249.093	0
480	250.683	0
480	252.274	0
480	253.866	0
480	255.459	0
480	257.052	0
480	258.646	0
480	260.241	0
480	261.836	0
480	263.432	0
480	265.028	0
480	266.625	0
480	268.223	0
480	269.822	0
480	271.421	0
480	273.021	0
480	274.621	0
480	276.222	0
480	277.824	0
480	279.426	0
480	281.029	0
480	282.633	0
480	284.237	0
480	285.842	0
480	287.448	0
480	289.054	0
480	290.661	0
480	292.268	0
480	293.876	0
480	295.485	0
480	297.094	0
480	298.704	0
480	300.315	0
480	301.926	0
480	303.538	0
480	305.15	0
480	306.763	0
480	308.377	0
480	309.991	0
480	311.606	0
480	313.221	0
480	314.837	0
480	316.454	0
480	318.071	0
480	319.689	0
480	321.307	0
480	322.926	0
480	324.546	0
480	326.166	0
480	327.787	0
480	329.408	0
480	331.03	0
480	332.653	0
480	334.276	0
480	335.9	0
480	337.524	0
480	339.149	0
480	340.774	0
480	342.4	0
480	344.026	0
480	345.653	0
480	347.281	0
480	348.909	0
480	350.538	0
480	352.167	0
480	353.797	0
480	355.428	0
480	357.059	0
480	358.69	0
480	360.322	0
480	361.955	0
480	363.588	0
480	365.222	0
480	366.856	0
480	368.491	0
480	370.126	0
480	371.762	0
480	373.398	0
480	375.035	0
480	376.672	0
480	378.31	0
480	379.949	0
480	381.588	0
480	383.227	0
480	384.867	0
480	386.508	0
480	388.149	0
480	389.79	0
480	391.432	0
480	393.075	0
480	394.718	0
480	396.361	0
480	398.005	0
480	399.65	0
480	401.295	0
480	402.941	0
480	404.587	0
480	406.233	0
480	407.88	0
480	409.527	0
480	411.175	0
480	412.824	0
480	414.473	0
480	416.122	0
480	417.772	0
480	419.422	0
480	421.073	0
480	422.724	0
480	424.376	0
480	426.028	0
480	427.681	0
480	429.334	0
480	430.987	0
480	432.641	0
480	434.295	0
480	435.95	0
480	437.606	0
480	439.261	0
480	440.918	0
480	442.574	0
480	444.231	0
480	445.889	0
480	447.547	0
480	449.205	0
480	450.864	0
480	452.523	0
480	454.182	0
480	455.842	0
480	457.503	0
480	459.164	0
480	460.825	0
480	462.487	0
480	464.149	0
480	465.811	0
480	467.474	0
480	469.137	0
480	470.801	0
480	472.465	0
480	474.13	0
480	475.794	0
480	477.46	0
480	479.125	0
480	480.791	0
480	482.458	0
480	484.124	0
480	485.792	0
480	487.459	0
480	489.127	0
480	490.795	95.950744528374
480	492.464	116.511775048565
480	494.133	124.397594540532
480	495.802	136.532249169948
480	497.472	133.809535091481
480	499.142	150.213234059365
480	500.812	154.612222405078
480	502.483	163.071996760119
480	504.154	167.106752082778
480	505.825	183.432035091147
480	507.497	191.08492840975
480	509.169	195.668329486725
480	510.842	211.322080050978
480	512.514	207.760276641242
480	514.187	205.781385004101
480	515.861	223.442090593379
480	517.535	237.173798913255
480	519.209	246.436718204398
480	520.883	250.527901693794
480	522.558	265.35210783407
480	524.233	261.717633458492
480	525.908	264.428038932557
480	527.584	264.607672080439
480	529.26	266.342323874965
480	530.936	265.020057512268
480	532.613	263.487890852544
480	534.29	269.678346424619
480	535.967	264.290717985056
480	537.644	261.797724044662
480	539.322	269.011771928533
480	541	267.712298505485
480	542.678	278.046002412732
480	544.357	273.069723291484
480	546.036	270.89595310871
480	547.715	278.905592935897
480	549.395	277.657907665889
480	551.074	275.885832225966
480	552.754	272.900270121815
480	554.435	271.470492257734
480	556.115	254.82941884303
480	557.796	263.041416740034
480	559.477	253.446883544794
480	561.159	245.244913466707
480	562.84	258.72525116453
480	564.522	246.250545232674
480	566.204	248.180831645781
480	567.886	242.564796744177
480	569.569	249.582483653388
480	571.252	243.015835930792
480	572.935	238.760722654216
480	574.618	232.10487650141
480	576.302	223.416839020957
480	577.986	232.058777114644
480	579.67	220.522458473035
480	581.354	207.09114883786
480	583.038	208.405783472721
480	584.723	204.608177682997
480	586.408	193.577561589036
480	588.093	201.372255301629
480	589.778	191.073280203216
480	591.464	181.982424549368
480	593.15	185.169247394435
480	594.835	183.404383147258
480	596.522	176.42158612489
480	598.208	174.55163930889
480	599.894	165.683681333044
480	601.581	171.158224343212
480	603.268	165.064559331768
480	604.955	168.294374553227
480	606.643	157.871608926908
480	608.33	160.115442823526
480	610.018	141.920688177643
480	611.705	140.846547819147
480	613.394	140.833661176224
480	615.082	137.982425119781
480	616.77	133.913401965718
480	618.459	125.127803746157
480	620.147	159.974133781136
475	211.124	0
475	212.698	0
475	214.273	0
475	215.848	0
475	217.424	0
475	219.001	0
475	220.579	0
475	222.157	0
475	223.736	0
475	225.315	0
475	226.896	0
475	228.477	0
475	230.058	0
475	231.641	0
475	233.224	0
475	234.808	0
475	236.392	0
475	237.977	0
475	239.563	0
475	241.15	0
475	242.737	0
475	244.325	0
475	245.913	0
475	247.503	0
475	249.093	0
475	250.683	0
475	252.274	0
475	253.866	0
475	255.459	0
475	257.052	0
475	258.646	0
475	260.241	0
475	261.836	0
475	263.432	0
475	265.028	0
475	266.625	0
475	268.223	0
475	269.822	0
475	271.421	0
475	273.021	0
475	274.621	0
475	276.222	0
475	277.824	0
475	279.426	0
475	281.029	0
475	282.633	0
475	284.237	0
475	285.842	0
475	287.448	0
475	289.054	0
475	290.661	0
475	292.268	0
475	293.876	0
475	295.485	0
475	297.094	0
475	298.704	0
475	300.315	0
475	301.926	0
475	303.538	0
475	305.15	0
475	306.763	0
475	308.377	0
475	309.991	0
475	311.606	0
475	313.221	0
475	314.837	0
475	316.454	0
475	318.071	0
475	319.689	0
475	321.307	0
475	322.926	0
475	324.546	0
475	326.166	0
475	327.787	0
475	329.408	0
475	331.03	0
475	332.653	0
475	334.276	0
475	335.9	0
475	337.524	0
475	339.149	0
475	340.774	0
475	342.4	0
475	344.026	0
475	345.653	0
475	347.281	0
475	348.909	0
475	350.538	0
475	352.167	0
475	353.797	0
475	355.428	0
475	357.059	0
475	358.69	0
475	360.322	0
475	361.955	0
475	363.588	0
475	365.222	0
475	366.856	0
475	368.491	0
475	370.126	0
475	371.762	0
475	373.398	0
475	375.035	0
475	376.672	0
475	378.31	0
475	379.949	0
475	381.588	0
475	383.227	0
475	384.867	0
475	386.508	0
475	388.149	0
475	389.79	0
475	391.432	0
475	393.075	0
475	394.718	0
475	396.361	0
475	398.005	0
475	399.65	0
475	401.295	0
475	402.941	0
475	404.587	0
475	406.233	0
475	407.88	0
475	409.527	0
475	411.175	0
475	412.824	0
475	414.473	0
475	416.122	0
475	417.772	0
475	419.422	0
475	421.073	0
475	422.724	0
475	424.376	0
475	426.028	0
475	427.681	0
475	429.334	0
475	430.987	0
475	432.641	0
475	434.295	0
475	435.95	0
475	437.606	0
475	439.261	0
475	440.918	0
475	442.574	0
475	444.231	0
475	445.889	0
475	447.547	0
475	449.205	0
475	450.864	0
475	452.523	0
475	454.182	0
475	455.842	0
475	457.503	0
475	459.164	0
475	460.825	0
475	462.487	0
475	464.149	0
475	465.811	0
475	467.474	0
475	469.137	0
475	470.801	0
475	472.465	0
475	474.13	0
475	475.794	0
475	477.46	0
475	479.125	0
475	480.791	0
475	482.458	0
475	484.124	0
475	485.792	107.180669683113
475	487.459	129.026037228
475	489.127	132.908224667353
475	490.795	141.312719439068
475	492.464	162.599238715725
475	494.133	167.841289963558
475	495.802	175.016441966738
475	497.472	183.068387555732
475	499.142	192.675336140689
475	500.812	191.716016520154
475	502.483	209.129338190843
475	504.154	213.358007180599
475	505.825	222.458535690791
475	507.497	234.722384426577
475	509.169	229.787873237486
475	510.842	244.836621339144
475	512.514	249.110923100987
475	514.187	251.054182620903
475	515.861	266.427619762344
475	517.535	279.742686680045
475	519.209	283.983929161818
475	520.883	291.75118696394
475	522.558	289.126167696844
475	524.233	301.253679794916
475	525.908	299.575511026234
475	527.584	301.141339480545
475	529.26	308.508286190399
475	530.936	306.535207534945
475	532.613	299.5968674837
475	534.29	300.199904977055
475	535.967	304.400101065691
475	537.644	297.424619480746
475	539.322	306.193823281545
475	541	298.018805251676
475	542.678	318.348707760241
475	544.357	303.148034871731
475	546.036	313.74082802192
475	547.715	323.060515950683
475	549.395	308.505398495508
475	551.074	300.499007898705
475	552.754	305.625027303488
475	554.435	289.730846468276
475	556.115	289.823819101044
475	557.796	285.998335638831
475	559.477	281.548089582397
475	561.159	280.069094302405
475	562.84	271.854439458
475	564.522	277.999771502555
475	566.204	274.111428989048
475	567.886	263.371163487087
475	569.569	262.732660076192
475	571.252	264.351368419186
475	572.935	259.250505643958
475	574.618	251.964507651925
475	576.302	245.644303445439
475	577.986	246.128848627904
475	579.67	251.281233534861
475	581.354	228.258312026113
475	583.038	228.449744639215
475	584.723	218.813685232247
475	586.408	214.683070571674
475	588.093	215.280603190827
475	589.778	207.461488444808
475	591.464	193.962624699744
475	593.15	191.358069650081
475	594.835	197.350408845396
475	596.522	189.546196717675
475	598.208	187.700558426982
475	599.894	185.34720122418
475	601.581	178.981056595435
475	603.268	176.428899254331
475	604.955	169.018633604174
475	606.643	172.190618294569
475	608.33	168.336363379788
475	610.018	148.759159910919
475	611.705	158.671551128341
475	613.394	158.195041443081
475	615.082	151.231768065625
475	616.77	138.410416842257
475	618.459	131.746048030319
475	620.147	168.109456309523
470	211.124	0
470	212.698	0
470	214.273	0
470	215.848	0
470	217.424	0
470	219.001	0
470	220.579	0
470	222.157	0
470	223.736	0
470	225.315	0
470	226.896	0
470	228.477	0
470	230.058	0
470	231.641	0
470	233.224	0
470	234.808	0
470	236.392	0
470	237.977	0
470	239.563	0
470	241.15	0
470	242.737	0
470	244.325	0
470	245.913	0
470	247.503	0
470	249.093	0
470	250.683	0
470	252.274	0
470	253.866	0
470	255.459	0
470	257.052	0
470	258.646	0
470	260.241	0
470	261.836	0
470	263.432	0
470	265.028	0
470	266.625	0
470	268.223	0
470	269.822	0
470	271.421	0
470	273.021	0
470	274.621	0
470	276.222	0
470	277.824	0
470	279.426	0
470	281.029	0
470	282.633	0
470	284.237	0
470	285.842	0
470	287.448	0
470	289.054	0
470	290.661	0
470	292.268	0
470	293.876	0
470	295.485	0
470	297.094	0
470	298.704	0
470	300.315	0
470	301.926	0
470	303.538	0
470	305.15	0
470	306.763	0
470	308.377	0
470	309.991	0
470	311.606	0
470	313.221	0
470	314.837	0
470	316.454	0
470	318.071	0
470	319.689	0
470	321.307	0
470	322.926	0
470	324.546	0
470	326.166	0
470	327.787	0
470	329.408	0
470	331.03	0
470	332.653	0
470	334.276	0
470	335.9	0
470	337.524	0
470	339.149	0
470	340.774	0
470	342.4	0
470	344.026	0
470	345.653	0
470	347.281	0
470	348.909	0
470	350.538	0
470	352.167	0
470	353.797	0
470	355.428	0
470	357.059	0
470	358.69	0
470	360.322	0
470	361.955	0
470	363.588	0
470	365.222	0
470	366.856	0
470	368.491	0
470	370.126	0
470	371.762	0
470	373.398	0
470	375.035	0
470	376.672	0
470	378.31	0
470	379.949	0
470	381.588	0
470	383.227	0
470	384.867	0
470	386.508	0
470	388.149	0
470	389.79	0
470	391.432	0
470	393.075	0
470	394.718	0
470	396.361	0
470	398.005	0
470	399.65	0
470	401.295	0
470	402.941	0
470	404.587	0
470	406.233	0
470	407.88	0
470	409.527	0
470	411.175	0
470	412.824	0
470	414.473	0
470	416.122	0
470	417.772	0
470	419.422	0
470	421.073	0
470	422.724	0
470	424.376	0
470	426.028	0
470	427.681	0
470	429.334	0
470	430.987	0
470	432.641	0
470	434.295	0
470	435.95	0
470	437.606	0
470	439.261	0
470	440.918	0
470	442.574	0
470	444.231	0
470	445.889	0
470	447.547	0
470	449.205	0
470	450.864	0
470	452.523	0
470	454.182	0
470	455.842	0
470	457.503	0
470	459.164	0
470	460.825	0
470	462.487	0
470	464.149	0
470	465.811	0
470	467.474	0
470	469.137	0
470	470.801	0
470	472.465	0
470	474.13	0
470	475.794	0
470	477.46	0
470	479.125	0
470	480.791	111.962538357997
470	482.458	123.91546616455
470	484.124	146.943742734538
470	485.792	158.728025962983
470	487.459	168.138042426535
470	489.127	177.651044063353
470	490.795	193.89437595779
470	492.464	209.428510042042
470	494.133	217.722032493237
470	495.802	224.324993427406
470	497.472	228.958389896239
470	499.142	241.078195222938
470	500.812	242.462229393009
470	502.483	255.602833451473
470	504.154	262.705253776901
470	505.825	271.906051474707
470	507.497	276.298085490655
470	509.169	290.626039516076
470	510.842	296.269831319519
470	512.514	291.749262692353
470	514.187	311.016883907295
470	515.861	315.569777435798
470	517.535	325.072420384627
470	519.209	335.561461513811
470	520.883	338.982304711246
470	522.558	344.280718127027
470	524.233	347.78633211977
470	525.908	356.562180823851
470	527.584	346.675983428386
470	529.26	351.951958458394
470	530.936	338.091926643498
470	532.613	345.578355025001
470	534.29	343.544533183249
470	535.967	342.708096787531
470	537.644	337.111690281395
470	539.322	346.290745706253
470	541	340.887920664181
470	542.678	344.441914618115
470	544.357	344.907590910085
470	546.036	340.01856358801
470	547.715	348.816616060569
470	549.395	342.896731750205
470	551.074	341.947889153144
470	552.754	347.14098294849
470	554.435	330.942369105967
470	556.115	314.970532008773
470	557.796	319.930508673989
470	559.477	313.302856135753
470	561.159	305.523577051259
470	562.84	300.944733943162
470	564.522	301.77233590584
470	566.204	297.689576653913
470	567.886	289.493107930899
470	569.569	291.277501806937
470	571.252	286.653307288163
470	572.935	282.626547800146
470	574.618	282.287461748758
470	576.302	270.332747071809
470	577.986	271.720427779616
470	579.67	263.906588150778
470	581.354	253.7231108281
470	583.038	250.476605417338
470	584.723	236.651618973791
470	586.408	226.762078713763
470	588.093	229.047973919419
470	589.778	222.714917084322
470	591.464	215.158241584816
470	593.15	216.063173356087
470	594.835	206.827416314514
470	596.522	210.790781671116
470	598.208	208.302042674965
470	599.894	192.273638250167
470	601.581	200.473340670188
470	603.268	192.479907879564
470	604.955	191.234454705755
470	606.643	181.77662323334
470	608.33	176.365409941013
470	610.018	168.000278667678
470	611.705	166.918665859236
470	613.394	167.14545864079
470	615.082	168.109554541645
470	616.77	155.741293483448
470	618.459	145.031103329421
470	620.147	176.702769965761
465	211.124	0
465	212.698	0
465	214.273	0
465	215.848	0
465	217.424	0
465	219.001	0
465	220.579	0
465	222.157	0
465	223.736	0
465	225.315	0
465	226.896	0
465	228.477	0
465	230.058	0
465	231.641	0
465	233.224	0
465	234.808	0
465	236.392	0
465	237.977	0
465	239.563	0
465	241.15	0
465	242.737	0
465	244.325	0
465	245.913	0
465	247.503	0
465	249.093	0
465	250.683	0
465	252.274	0
465	253.866	0
465	255.459	0
465	257.052	0
465	258.646	0
465	260.241	0
465	261.836	0
465	263.432	0
465	265.028	0
465	266.625	0
465	268.223	0
465	269.822	0
465	271.421	0
465	273.021	0
465	274.621	0
465	276.222	0
465	277.824	0
465	279.426	0
465	281.029	0
465	282.633	0
465	284.237	0
465	285.842	0
465	287.448	0
465	289.054	0
465	290.661	0
465	292.268	0
465	293.876	0
465	295.485	0
465	297.094	0
465	298.704	0
465	300.315	0
465	301.926	0
465	303.538	0
465	305.15	0
465	306.763	0
465	308.377	0
465	309.991	0
465	311.606	0
465	313.221	0
465	314.837	0
465	316.454	0
465	318.071	0
465	319.689	0
465	321.307	0
465	322.926	0
465	324.546	0
465	326.166	0
465	327.787	0
465	329.408	0
465	331.03	0
465	332.653	0
465	334.276	0
465	335.9	0
465	337.524	0
465	339.149	0
465	340.774	0
465	342.4	0
465	344.026	0
465	345.653	0
465	347.281	0
465	348.909	0
465	350.538	0
465	352.167	0
465	353.797	0
465	355.428	0
465	357.059	0
465	358.69	0
465	360.322	0
465	361.955	0
465	363.588	0
465	365.222	0
465	366.856	0
465	368.491	0
465	370.126	0
465	371.762	0
465	373.398	0
465	375.035	0
465	376.672	0
465	378.31	0
465	379.949	0
465	381.588	0
465	383.227	0
465	384.867	0
465	386.508	0
465	388.149	0
465	389.79	0
465	391.432	0
465	393.075	0
465	394.718	0
465	396.361	0
465	398.005	0
465	399.65	0
465	401.295	0
465	402.941	0
465	404.587	0
465	406.233	0
465	407.88	0
465	409.527	0
465	411.175	0
465	412.824	0
465	414.473	0
465	416.122	0
