Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
600	211.124	16.6478954352473
600	212.698	-22.7477438552154
600	214.273	-49.9675869824211
600	215.848	18.4620698613234
600	217.424	-7.05354195253079
600	219.001	55.3885996516382
600	220.579	21.1247748425735
600	222.157	71.9671831245156
600	223.736	-35.9967369344314
600	225.315	39.3956392904627
600	226.896	12.3263704263364
600	228.477	-78.9848740620275
600	230.058	25.5108316785184
600	231.641	-22.728623313872
600	233.224	52.6589727756862
600	234.808	-1.66599023066463
600	236.392	27.1792119768509
600	237.977	-50.9260606503196
600	239.563	16.7100371946134
600	241.15	45.5624096051327
600	242.737	-3.4371434387181
600	244.325	-25.4008885657937
600	245.913	-24.6503507850049
600	247.503	-12.2905194113175
600	249.093	-22.8863677799552
600	250.683	30.4100488196135
600	252.274	20.018468189146
600	253.866	-28.2199044157503
600	255.459	-66.1782413088748
600	257.052	-53.4475277013626
600	258.646	-52.7560961243337
600	260.241	-0.0858627508571281
600	261.836	54.7193308804077
600	263.432	25.7237696190772
600	265.028	-23.8809858395192
600	266.625	45.5013452327515
600	268.223	6.60752559164023
600	269.822	-14.8644207839463
600	271.421	-68.0103750132815
600	273.021	-6.26955828852766
600	274.621	7.19022256073719
600	276.222	13.3182111655161
600	277.824	-16.8916757591486
600	279.426	4.51038361778258
600	281.029	41.0692958053561
600	282.633	-51.5758041775506
600	284.237	-1.74043993686932
600	285.842	-6.02655746512933
600	287.448	-12.7973631443649
600	289.054	10.2609413532195
600	290.661	-35.5290189805269
600	292.268	7.55135976429691
600	293.876	41.3035827392165
600	295.485	-47.1443561994746
600	297.094	78.8551311741764
600	298.704	90.8109763004745
600	300.315	183.122686013814
600	301.926	144.611645402968
600	303.538	75.9962974895412
600	305.15	-24.3166875809562
600	306.763	-10.8586752911537
600	308.377	-34.5536327827421
600	309.991	-4.18226099338843
600	311.606	48.1225880186605
600	313.221	-21.9948687827677
600	314.837	22.7635852325598
600	316.454	22.0033333133585
600	318.071	-44.6147207888665
