Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
600	211.124	23.6847069141026
600	212.698	-49.1581699500017
600	214.273	-13.6577146134186
600	215.848	-10.6364032460075
600	217.424	52.9966159379767
600	219.001	6.11301286038797
600	220.579	-23.8289071412609
600	222.157	28.7145080827896
600	223.736	-42.2434791747458
600	225.315	104.669686472322
600	226.896	12.4114260128366
600	228.477	-98.5017401920642
600	230.058	7.07949103486544
600	231.641	-31.4216756366776
600	233.224	20.8814058754424
600	234.808	-7.68890198018895
600	236.392	30.688664496647
600	237.977	-35.1021880425268
600	239.563	-22.9928958389743
600	241.15	65.7977192166575
600	242.737	-22.7525621270437
600	244.325	-35.9381993448134
600	245.913	0.822277947319143
600	247.503	21.2865398469824
600	249.093	14.98126001705
600	250.683	3.08146895968303
600	252.274	46.8885402383166
600	253.866	-52.3396340432915
600	255.459	-87.2549751942444
600	257.052	-1.52902923231897
600	258.646	-3.69150747860931
600	260.241	-8.65383420926558
600	261.836	21.6507115904089
600	263.432	1.77724632061695
600	265.028	-34.4597061163855
600	266.625	86.5970719828895
600	268.223	-20.8104095299131
600	269.822	26.2974652375033
600	271.421	19.0598610093152
600	273.021	-41.7132364213455
600	274.621	-2.74184668989486
600	276.222	64.3662471304417
600	277.824	35.7544612131645
600	279.426	2.94315366426872
600	281.029	41.1094083646245
600	282.633	14.1999280582077
600	284.237	38.4845486332986
600	285.842	20.871400494785
600	287.448	13.9681376568011
600	289.054	-5.94382162691082
600	290.661	-16.8447784431226
600	292.268	71.1967372179383
600	293.876	33.7711175331678
600	295.485	-26.744451299585
600	297.094	26.4435910994327
600	298.704	218.590173713122
600	300.315	281.15295947976
600	301.926	175.076072227446
600	303.538	93.6920120518743
600	305.15	25.0004089697095
600	306.763	22.2636709834372
600	308.377	17.0259969004633
600	309.991	-26.2007436153855
600	311.606	75.3352181307874
600	313.221	35.7316751142173
600	314.837	64.3959231366834
600	316.454	-12.7112263119612
600	318.071	-8.1715442069062
600	319.689	47.7928996722561
