230,0.085657
231,0.084289
232,0.082942
233,0.081617
234,0.080313
235,0.07903
236,0.077767
237,0.076525
238,0.075303
239,0.074099
240,0.072916
241,0.071751
242,0.070604
243,0.069477
244,0.068367
245,0.067274
246,0.0662
247,0.065142
248,0.064101
249,0.063077
250,0.062069
251,0.061078
252,0.060102
253,0.059142
254,0.058197
255,0.057267
256,0.056352
257,0.055452
258,0.054566
259,0.053694
260,0.052837
261,0.051993
262,0.051162
263,0.050345
264,0.04954
265,0.048749
266,0.04797
267,0.047204
268,0.046449
269,0.045707
270,0.044265
271,0.043514
272,0.042801
273,0.042502
274,0.042034
275,0.041427
276,0.040498
277,0.040175
278,0.039608
279,0.039112
280,0.038404
281,0.038005
282,0.037154
283,0.037034
284,0.036088
285,0.035769
286,0.034996
287,0.034645
288,0.033759
289,0.033658
290,0.032866
291,0.032337
292,0.031713
293,0.030936
294,0.030747
295,0.030409
296,0.029511
297,0.029142
298,0.028778
299,0.028128
300,0.027858
301,0.027055
302,0.026884
303,0.0263
304,0.025886
305,0.025359
306,0.02489
307,0.024595
308,0.024383
309,0.023883
310,0.023445
311,0.023272
312,0.022755
313,0.022409
314,0.022339
315,0.021822
316,0.021325
317,0.021182
318,0.020663
319,0.020283
320,0.019926
321,0.01968
322,0.01942
323,0.01897
324,0.018805
325,0.018375
326,0.018171
327,0.017795
328,0.017514
329,0.017067
330,0.016929
331,0.016587
332,0.016293
333,0.015922
334,0.015782
335,0.01535
336,0.015151
337,0.014972
338,0.014712
339,0.01442
340,0.013994
341,0.014041
342,0.013823
343,0.013482
344,0.013319
345,0.013141
346,0.012822
347,0.012732
348,0.012454
349,0.012257
350,0.012033
351,0.011915
352,0.011566
353,0.011351
354,0.01122
355,0.010927
356,0.01099
357,0.01058
358,0.010599
359,0.010225
360,0.010223
361,0.0099796
362,0.0097925
363,0.0096633
364,0.0096463
365,0.0093222
366,0.0092504
367,0.009005
368,0.0088878
369,0.008722
370,0.0085876
371,0.0084159
372,0.0082649
373,0.008118
374,0.0079602
375,0.0078147
376,0.0077015
377,0.0075925
378,0.0073786
379,0.0073225
380,0.0070409
381,0.0069703
382,0.0069542
383,0.0068278
384,0.0066149
385,0.0065266
386,0.0064634
387,0.0063474
388,0.0062214
389,0.0062162
390,0.0060389
391,0.0059147
392,0.005887
393,0.0056804
394,0.0056109
395,0.0054878
396,0.0053534
397,0.0052841
398,0.0052945
399,0.0051796
400,0.0050918
401,0.0050126
402,0.0048979
403,0.0048597
404,0.0047195
405,0.0046644
406,0.0045823
407,0.0044645
408,0.0044844
409,0.0043878
410,0.0042091
411,0.00417
412,0.0041377
413,0.004021
414,0.0040047
415,0.0039246
416,0.0039015
417,0.0038027
418,0.0037192
419,0.0037177
420,0.0035559
421,0.0035347
422,0.0034545
423,0.0033712
424,0.0032671
425,0.003314
426,0.0032292
427,0.0031628
428,0.0031557
429,0.0030353
430,0.0030117
431,0.0029504
432,0.0029024
433,0.0028378
434,0.0027607
435,0.00275
436,0.0026922
437,0.0025919
438,0.0025861
439,0.0025276
440,0.0025253
441,0.0024411
442,0.0024188
443,0.0023307
444,0.002369
445,0.0022696
446,0.0022631
447,0.0022099
448,0.0021569
449,0.0021144
450,0.0021277
451,0.0020909
452,0.0020363
453,0.0019747
454,0.0019541
455,0.0018973
456,0.0018502
457,0.0018466
458,0.0018579
459,0.0017889
460,0.0017516
461,0.0017354
462,0.0016997
463,0.0017185
464,0.0017045
465,0.0016293
466,0.0015917
467,0.0015558
468,0.0015396
469,0.001553
470,0.0015014
471,0.0014216
472,0.0014286
473,0.0014319
474,0.0014101
475,0.0013425
476,0.0013513
477,0.0013238
478,0.0013301
479,0.0012598
480,0.0012817
481,0.0012409
482,0.0012459
483,0.0012307
484,0.0011815
485,0.0011813
486,0.0011308
487,0.0010681
488,0.0011576
489,0.0010907
490,0.0011097
491,0.0011021
492,0.0010694
493,0.0010148
494,0.0010272
495,0.001012
496,0.00098785
497,0.00097782
498,0.00098661
499,0.00098998
500,0.00094019
501,0.0009339
502,0.0009225
503,0.00088235
504,0.00093335
505,0.00088691
506,0.0008256
507,0.00081614
508,0.00083077
509,0.00082772
510,0.00078041
511,0.00080552
512,0.0007789
513,0.00075913
514,0.00075389
515,0.00076791
516,0.00073063
517,0.00075121
518,0.00073568
519,0.00073365
520,0.0007208
521,0.00073459
522,0.00067535
523,0.00071709
524,0.00067233
525,0.00071164
526,0.00065732
527,0.0006608
528,0.00063033
529,0.00061482
530,0.00062049
531,0.00061658
532,0.00056574
533,0.00060458
534,0.00060382
535,0.00058639
536,0.00056087
537,0.00055081
538,0.00056849
539,0.00054658
540,0.00049166
541,0.00053302
542,0.00053062
543,0.00050806
544,0.00047851
545,0.00049353
546,0.00049308
547,0.00042808
548,0.00048501
549,0.00047707
550,0.00046875
551,0.00043501
552,0.00047398
553,0.00048413
554,0.00043511
555,0.00042958
556,0.00042755
557,0.00040119
558,0.00041106
559,0.0004181
560,0.00038745
561,0.00039817
562,0.00041289
563,0.0003271
564,0.00036234
565,0.00037752
566,0.00035016
567,0.00035922
568,0.00034845
569,0.00028942
570,0.00037094
571,0.00029992
572,0.00029133
573,0.00032085
574,0.00030383
575,0.00029373
576,0.00030968
577,0.00030131
578,0.00031794
579,0.00030324
580,0.00027638
581,0.00029233
582,0.00026953
583,0.00026643
584,0.00029471
585,0.00022707
586,0.00027459
587,0.00022312
588,0.00025957
589,0.00020631
590,0.0001933
591,0.00023641
