230,0.041596,,
231,0.040834333,,
232,0.040086,,
233,0.039352,,
234,0.038631,,
235,0.037923333,,
236,0.037228667,,
237,0.036546667,,
238,0.035877333,,
239,0.03522,,
240,0.034575,,
241,0.033942,,
242,0.033319667,,
243,0.032709667,,
244,0.032110333,,
245,0.031522333,,
246,0.030945,,
247,0.030378,,
248,0.029821667,,
249,0.029275333,,
250,0.028739333,,
251,0.028213,,
252,0.027696,,
253,0.027189,,
254,0.026690667,,
255,0.026201667,,
256,0.025722,,
257,0.025250667,,
258,0.024788,,
259,0.024334,,
260,0.023888333,,
261,0.023450667,,
262,0.023021333,,
263,0.022599667,,
264,0.022185667,,
265,0.021779333,,
266,0.021380333,,
267,0.020988667,,
268,0.020604333,,
269,0.020226667,,
270,0.019856,,
271,0.019492333,,
272,0.019135333,,
273,0.018785,,
274,0.018441,,
275,0.018103,,
276,0.017771667,,
277,0.017446333,,
278,0.017126333,,
279,0.016813,,
280,0.016504667,,
281,0.016202333,,
282,0.015905667,,
283,0.015614333,,
284,0.015328333,,
285,0.015047667,,
286,0.014772,,
287,0.014501333,,
288,0.014235333,,
289,0.013975,,
290,0.013810667,,
291,0.013528,,
292,0.013296667,,
293,0.013011,,
294,0.012747667,,
295,0.012506333,,
296,0.012177667,,
297,0.01201,,
298,0.011773333,,
299,0.011551333,,
300,0.011357,,
301,0.011133667,,
302,0.010965667,,
303,0.010804333,,
304,0.010597667,,
305,0.010391667,,
306,0.010205733,,
307,0.010036867,,
308,0.0098376,,
309,0.0097129,,
310,0.009527367,,
311,0.0093903,,
312,0.009161267,,
313,0.009041267,,
314,0.0088828,,
315,0.008732133,,
316,0.008575033,,
317,0.008409333,,
318,0.008308167,,
319,0.0081354,,
320,0.0080154,,
321,0.007878233,,
322,0.007713267,,
323,0.007624067,,
324,0.007471567,,
325,0.007351433,,
326,0.007217767,,
327,0.007084,,
328,0.006965733,,
329,0.0068605,,
330,0.0067296,,
331,0.006616933,,
332,0.006505867,,
333,0.006402333,,
334,0.0062617,,
335,0.006181367,,
336,0.0060528,,
337,0.005980133,,
338,0.005876767,,
339,0.005760533,,
340,0.005654,,
341,0.005555667,,
342,0.0054827,,
343,0.005382467,,
344,0.0053117,,
345,0.005188033,,
346,0.005083867,,
347,0.005022133,,
348,0.004927733,,
349,0.0048252,,
350,0.0047487,,
351,0.0046897,,
352,0.004588233,,
353,0.0045363,,
354,0.004447367,,
355,0.004358067,,
356,0.0042799,,
357,0.004218433,,
358,0.004129433,,
359,0.004098833,,
360,0.004017033,,
361,0.003942767,,
362,0.003895367,,
363,0.0038155,,
