,0
285,5435.3957
286,5940.1479
287,5848.7832
288,5868.2463
289,5310.8638
290,6353.9348
291,6979.6536
292,9189.1536
293,14701.591
294,24163.656
295,40700.801
296,63206.519
297,96053.773
298,136406.87
299,181965.09
300,234951.78
301,273035.93
302,297870.94
303,312020.65
304,306305.46
305,282297.1
306,245162.2
307,198961.27
308,155865.01
309,109195.18
310,74511.834
311,48091.365
312,29539.974
313,19002.016
314,13079.566
315,10149.803
316,8334.0388
317,7842.324
318,7140.102
319,6485.7209
320,6929.6475
321,6286.4714
322,6424.8921
323,6245.8069
324,6402.1572
325,6572.876
326,6210.4746
327,5657.2002
328,6347.8269
329,5855.5752
330,6200.3359
331,6352.2927
332,6675.4543
333,7047.8122
334,7010.1614
335,7201.9758
336,6958.8042
337,6932.1145
338,7338.0112
339,7907.3362
340,7158.3247
341,6636.0437
342,6546.2139
343,6553.8474
344,6683.6738
345,6136.5911
346,6151.6655
347,5939.3621
348,6350.6699
349,6195.904
350,5061.3308
351,5945.9307
352,5497.407
353,5278.5647
354,5310.1184
355,5337.2561
356,5163.7859
357,5233.9233
358,5105.1645
359,5085.4988
360,5017.022
361,4944.749
362,5093.8743
363,4618.6118
364,4862.5273
365,5171.012
366,5042.8406
367,4816.4834
368,4860.9595
369,4577.6113
370,4425.4871
371,4634.9614
372,4438.8498
373,4456.2183
374,4129.3808
375,4213.9873
376,3766.0696
377,3475.2961
378,3785.1477
379,4014.9614
380,3586.3943
381,3597.2241
382,3774.5129
383,3179.7253
384,3388.0019
385,3346.3469
386,3572.9099
387,3564.2366
388,3282.0998
389,3293.1052
390,3159.5727
391,3071.282
392,3551.1096
393,3176.9675
394,3116.7358
395,2854.6933
396,2836.5576
397,3162.0627
398,2962.8791
399,2902.4695
400,2861.4726
401,2539.1731
402,2774.7788
403,2924.4746
404,2384.6475
405,2454.6506
406,2368.3213
407,2561.2187
408,2365.2964
409,2216.542
410,2357.4453
411,2295.6147
412,2327.5398
413,2529.137
414,2345.2646
415,2248.4224
416,2123.7058
417,2213.2473
418,2126.3728
419,2107.8103
420,2116.1821
421,2205.75
422,2472.5976
423,2006.4358
424,1840.96
425,1784.7195
426,1781.1802
427,1990.6912
428,2259.6626
429,2002.021
430,1708.5142
431,1850.5754
432,1968.001
433,1989.3523
434,2089.5183
435,2028.2436
436,1843.5532
437,1625.6013
438,2064.5893
439,1645.0945
440,2103.595
441,1816.0664
442,2014.2224
443,1630.937
444,1747.0959
445,1913.5598
446,1817.1665
447,1960.0232
448,1759.6306
449,1769.9785
450,1783.2712
