,0
285,4841.3044
286,5125.0954
287,5353.0571
288,5684.4614
289,6263.3203
290,6449.0996
291,7569.5432
292,13212.996
293,20600.603
294,34341.806
295,58509.333
296,89824.622
297,131593.37
298,179683.76
299,226855.84
300,280962.52
301,309972.16
302,328981.83
303,331893.8
304,311931.21
305,272105.03
306,229507.01
307,178944.03
308,132476.37
309,88355.214
310,55371.434
311,35339.913
312,22188.749
313,13221.485
314,10128.887
315,8556.0427
316,6546.5747
317,5728.9807
318,5468.9597
319,5784.8108
320,4650.7598
321,4072.2866
322,4066.6233
323,4607.3689
324,3872.8323
325,4167.3828
326,4305.5657
327,4110.3269
328,4095.1218
329,4294.6289
330,4288.1399
331,4525.6645
332,4311.4712
333,4277.9214
334,4671.9568
335,4704.6374
336,4986.7829
337,4603.425
338,4789.2307
339,5386.4607
340,4876.2842
341,4680.052
342,4847.1289
343,3945.2244
344,4440.4846
345,4238.8765
346,4033.9426
347,3607.6887
348,3787.2832
349,3760.3193
350,3736.3645
351,3670.7468
352,3621.7825
353,3989.0373
354,3944.7732
355,3243.2278
356,3406.2981
357,3622.927
358,3772.3352
359,3651.2878
360,3100.3057
361,3971.8074
362,3293.9214
363,4005.0896
364,3828.6499
365,3875.9128
366,3766.9658
367,3799.0774
368,4000
369,3625.4819
370,3564.0376
371,4049.8039
372,3788.1965
373,3552.2463
374,3833.7656
375,3595.3704
376,4043.8804
377,3306.2092
378,3275.416
379,3502.6521
380,3638.0369
381,3824.8066
382,3600.1694
383,3635.1853
384,3376.2336
385,3202.77
386,3858.8992
387,3373.3833
388,4004.5122
389,3813.0884
390,3641.0029
391,3833.7368
392,4112.5784
393,3868.227
394,3697.0142
395,3974.2673
396,3602.1699
397,4241.0522
398,3652.5857
399,4114.4485
400,4407.1836
401,4591.7781
402,4449.0371
403,4181.4997
404,4566.0798
405,4756.7195
406,4681.269
407,5033.124
408,4659.6748
409,5062.7842
410,4853.8096
411,5376.7981
412,4787.2873
413,5560.2092
414,4864.3003
415,5593.4377
416,5243.219
417,5483.1682
418,5452.7046
419,5457.3017
420,5457.6045
421,5077.0832
422,5218.1084
423,5398.946
424,5599.1523
425,5161.8484
426,5053.8843
427,5512.9775
428,5845.3433
429,5618.791
430,4835.2717
431,5515.8799
432,5469.1872
433,5455.4663
434,5395.969
435,5263.2339
436,5244.73
437,4712.9822
438,5308.9285
439,5222.1951
440,4964.7317
441,5103.2568
442,4876.2998
443,5316.6965
444,4867.6912
445,5083.8987
446,4894.5891
447,4684.7466
448,4464.7358
449,5140.532
450,4585.5683
