,0
285,6120.5898
286,5589.1941
287,5682.574
288,5355.3994
289,5938.2422
290,6183.855
291,7442.4704
292,9432.8879
293,14255.669
294,24633.308
295,42783.187
296,68657.966
297,103258.45
298,144120.35
299,188283.64
300,239615
301,276251.67
302,308646.78
303,320230.79
304,312659.66
305,287514.37
306,250993.33
307,203873.45
308,158038.69
309,114215.06
310,77112.652
311,50442.537
312,33275.639
313,21066.948
314,14785.903
315,11095.753
316,9998.9565
317,8656.0669
318,8325.5718
319,7806.7197
320,7876.332
321,7802.7229
322,7276.2204
323,7102.1106
324,7211.217
325,7357.7829
326,7379.511
327,7209.3664
328,7701.7429
329,7585.6235
330,7337.7251
331,7779.2148
332,7776.4785
333,7707.4216
334,8755.6684
335,8558.7129
336,8293.467
337,8277.3284
338,8181.9482
339,8613.5593
340,8254.56
341,8299.1501
342,8162.761
343,8340.2358
344,8104.8506
345,7993.3848
346,7338.124
347,8077.4524
348,7605.032
349,7220.4902
350,7295.8679
351,7515.0683
352,7097.9267
353,6866.3577
354,6796.9817
355,6665.5891
356,6764.5996
357,6512.605
358,6549.1374
359,6873.9275
360,6677.1443
361,6278.0781
362,5762.8667
363,6228.5122
364,6468.1821
365,6359.7849
366,6180.1172
367,6218.9883
368,5980.7246
369,5841.813
370,5628.1963
371,5880.459
372,5412.4761
373,5351.7768
374,5078.073
375,5229.8271
376,4642.9927
377,4719.4446
378,4826.8865
379,4593.9917
380,4368.6826
381,4372.5281
382,4504.8469
383,4338.0037
384,3953.4707
385,4533.0571
386,3845.053
387,4016.8669
388,3851.2981
389,4061.4917
390,3681.1216
391,3763.9121
392,3575.1641
393,3581.5735
394,3863.9802
395,3489.5361
396,3171.6789
397,3065.9414
398,3326.6799
399,3281.6826
400,3054.6118
401,2963.6948
402,2997.0029
403,2949.7121
404,2718.1145
405,2844.8423
406,2820.2717
407,2474.1448
408,2577.0745
409,2659.5998
410,3072.5461
411,2729.9534
412,2624.5969
413,2392.6626
414,2583.2895
415,2670.0488
416,2496.4507
417,2682.1848
418,2490.6128
419,2397.2375
420,2176.8474
421,2109.4226
422,2271.1938
423,2431.1184
424,2375.7934
425,2341.321
426,2178.3591
427,2452.6579
428,2259.3935
429,2168.4546
430,2336.3371
431,2301.5398
432,2103.8203
433,2302.4814
434,2199.5391
435,2170.3125
436,2135.2449
437,2114.8899
438,2501.3315
439,2093.5632
440,2053.9153
441,1901.8818
442,2033.4861
443,2092.4084
444,2392.2082
445,2149.6579
446,2103.0793
447,2156.1799
448,1995.8752
449,1899.8882
450,1809.9548
