,0
285,5811.279
286,5923.0085
287,5802.6782
288,6000.1377
289,5708.2434
290,6271.0085
291,7055.6328
292,8532.4099
293,13280.334
294,20892.709
295,34328.975
296,56790.483
297,85998.268
298,120147.41
299,161525.5
300,207130.34
301,243214.06
302,272776.75
303,290232.59
304,291829.93
305,273130.72
306,243632.24
307,203857.55
308,158946.99
309,117155.36
310,79878.797
311,52371.504
312,34208.469
313,21370.304
314,14684.018
315,11532.63
316,9554.8235
317,8563.4553
318,8386.1621
319,8271.8686
320,7482.5969
321,7824.1145
322,8031.7895
323,7910.9199
324,7508.543
325,7532.207
326,7790.3574
327,8002.5754
328,7670.2041
329,7659.9267
330,8098.3457
331,8283.3979
332,7989.4497
333,8112.8125
334,8684.7209
335,8362.7165
336,8726.6987
337,8663.5181
338,8563.521
339,8499.7778
340,8459.9646
341,8438.657
342,8019.6086
343,8016.6772
344,7937.4809
345,7885.915
346,7796.8674
347,7688.2942
348,8433.9292
349,7781.7134
350,7176.1531
351,7713.0293
352,8175.9126
353,7010.6003
354,6988.5544
355,6855.7231
356,7023.5703
357,6862.2339
358,6700.3987
359,6961.802
360,6504.1648
361,6562.1023
362,6870.3227
363,6666.8201
364,6286.6079
365,6051.8664
366,6121.7915
367,6164.3679
368,6375.4372
369,6169.0976
370,6169.3345
371,5858.9407
372,6070.6995
373,5810.0713
374,5510.6145
375,5504.1645
376,5706.5281
377,5287.7974
378,5375.3957
379,5088.0447
380,4925.9575
381,4882.7976
382,4610.8052
383,4279.2395
384,4517.3909
385,5031.022
386,4727.1164
387,4449.4907
388,4471.4075
389,4295.2031
390,3826.7458
391,4101.3454
392,4447.1706
393,3905.1411
394,3716.2163
395,4097.7632
396,3873.5608
397,3705.5222
398,3766.9551
399,3842.614
400,3569.8384
401,3694.2598
402,3660.7827
403,3560.166
404,3627.2173
405,3284.3747
406,3590.0308
407,3542.6189
408,3290.811
409,3290.8362
410,3274.6404
411,3428.4663
412,3184.1514
413,3421.4524
414,2992.0366
415,3428.887
416,2916.3916
417,3352.6411
418,3181.9053
419,3183.5896
420,3174.9441
421,3143.3762
422,3291.821
423,2761.1384
424,3396.4578
425,3053.2009
426,3067.1553
427,2822.4756
428,2936.9814
429,2814.0071
430,2936.1033
431,2835.5532
432,2676.1955
433,2953.3147
434,2513.7952
435,2868.9783
436,2908.918
437,2723.5412
438,2747.6323
439,2632.4475
440,2883.126
441,2823.71
442,2869.5286
443,2500.1343
444,2597.5022
445,2670.104
446,2709.8398
447,2523.8384
448,2548.064
449,2477.3169
450,2629.9043
