,0
285,5677.3852
286,5574.8159
287,5674.0105
288,5975.3574
289,5708.0181
290,6529.4829
291,6974.0171
292,8689.7414
293,12914.801
294,20059.211
295,33396.452
296,52726.317
297,82325.765
298,117406.72
299,157599.96
300,203421.63
301,245004.01
302,274067.9
303,294015.46
304,295088.68
305,278438.12
306,248658
307,208703.57
308,164473.99
309,118502.84
310,83046.186
311,55332.644
312,35438.209
313,23506.866
314,15967.632
315,12700.669
316,10951.16
317,8945.7461
318,9083.5361
319,8480.7292
320,8777.6233
321,8124.3049
322,8447.2241
323,8111.8664
324,8202.5456
325,8026.885
326,8337.4543
327,8509.0925
328,8460.6291
329,8327.8613
330,8702.4338
331,8818.4375
332,8624.2871
333,8910.6465
334,8676.5886
335,9055.7173
336,9236.2153
337,8883.1899
338,9067.1277
339,9107.2712
340,9721.1819
341,9624.8918
342,8408.427
343,8767.3223
344,9121.4075
345,8771.5234
346,8893.8686
347,8862.1384
348,8337.0679
349,7965.2034
350,7998.4558
351,8021.4524
352,8261.5886
353,7258.1953
354,8316.4582
355,7636.0657
356,8116.0181
357,7835.7432
358,7809.1206
359,7345.1609
360,7073.8506
361,7728.3572
362,7194.7444
363,6998.7808
364,6945.7842
365,7241.0625
366,7310.3704
367,6873.1177
368,6676.3516
369,7097.7309
370,6984.5784
371,6946.8057
372,6833.8713
373,6573.4526
374,6476.4436
375,6249.469
376,6083.8442
377,5789.6853
378,5961.6201
379,6081.5139
380,5451.8638
381,5723.864
382,5120.0864
383,5595.4433
384,5616.3259
385,5147.0305
386,4975.4702
387,5130.3843
388,5158.3464
389,5324.6572
390,4967.2839
391,5105.9426
392,4849.0378
393,4551.6367
394,4917.7285
395,4427.685
396,4133.3489
397,4264.7546
398,4070.1582
399,4293.8342
400,3855.0679
401,3931.4126
402,3875.1594
403,3840.4475
404,3717.8169
405,3614.6252
406,3807.3613
407,3639.4827
408,3569.5798
409,3699.9275
410,3661.8435
411,2920.791
412,3375.925
413,3315.4807
414,3492.1003
415,3121.4748
416,3455.5798
417,3469.3247
418,3300.5596
419,3283.0701
420,2989.5942
421,3430.0547
422,3205.4995
423,3068.8362
424,2967.1299
425,3045.0576
426,2973.6848
427,2905.5615
428,2953.1592
429,3082.0329
430,2883.426
431,2843.9829
432,2736.2954
433,2788.3984
434,2951.3794
435,3000.8198
436,2666.4812
437,2843.6311
438,2752.7974
439,2907.5388
440,2722.5618
441,2939.4929
442,3007.0654
443,2899.3799
444,2696.3757
445,2729.7473
446,2838.3603
447,2405.4824
448,2684.7817
449,2747.04
450,2545.1789
