,0
285,6360.4421
286,5651.0264
287,5667.9119
288,5873.3564
289,5864.4963
290,6297.229
291,6495.9287
292,9156.8298
293,12658.553
294,21242.418
295,37076.053
296,60011.037
297,89683.04
298,130013.76
299,177006.97
300,230322.65
301,276226.3
302,310947.04
303,335905.36
304,332141.57
305,317028.87
306,278666.82
307,235593.5
308,184605.88
309,132055.82
310,90433.176
311,61163.338
312,37933.786
313,22434.831
314,14529.423
315,10658.106
316,9288.0857
317,7745.9433
318,6806.0408
319,6057.5598
320,6391.6626
321,5261.3298
322,5229.4805
323,5079.2021
324,5198.0229
325,5401.7903
326,5312.0337
327,4702.8811
328,5422.1335
329,5572.2854
330,5078.6811
331,5942.4829
332,5552.073
333,5477.3787
334,5954.0759
335,6228.6052
336,6411.9932
337,6392.1645
338,6531.7541
339,6742.5254
340,6548.6204
341,6101.4233
342,5713.9189
343,5970.2651
344,7054.9231
345,6504.1702
346,5793.2378
347,5748.3857
348,5300.1943
349,5287.5337
350,5327.0884
351,5048.8789
352,5104.26
353,5735.9895
354,5314.072
355,4841.021
356,5023.0598
357,5000.8379
358,4865.5867
359,5163.1345
360,4839.4758
361,5223.373
362,4518.7876
363,5020.7912
364,4558.3899
365,5103.0928
366,4869.7314
367,4936.8188
368,4699.8396
369,4817.6982
370,4578.105
371,5002.3205
372,4920.3494
373,4891.8276
374,4791.5115
375,4458.8777
376,4413.1985
377,4463.4243
378,4225.4787
379,4646.0747
380,4518.8391
381,4514.2068
382,3958.5637
383,3843.4346
384,3975.2991
385,4400.7214
386,4066.3965
387,4009.582
388,3487.6511
389,4031.1155
390,3833.4807
391,4029.2898
392,3818.4624
393,4033.8691
394,3587.0967
395,3748.5508
396,4066.9121
397,3689.8464
398,3584.4597
399,3471.998
400,3465.3977
401,3517.8144
402,3222.563
403,3392.5312
404,3245.248
405,3431.8325
406,2993.0505
407,3047.3691
408,3203.7317
409,3045.6592
410,3061.7627
411,3095.657
412,3264.4458
413,2989.479
414,3265.2121
415,3264.9795
416,3365.9177
417,3008.4939
418,3471.9119
419,3228.9065
420,2852.5537
421,3156.8503
422,2823.5476
423,2893.9853
424,2858.7178
425,2428.2703
426,2806.1787
427,2552.0725
428,2418.4419
429,2672.2165
430,2651.093
431,2531.0954
432,2307.8906
433,2612.8235
434,2156.8049
435,2291.8454
436,2408.9246
437,2309.7058
438,2345.7026
439,2191.4458
440,1952.7988
441,2459.3943
442,2234.3213
443,2282.7222
444,2159.1887
445,2117.3391
446,2448.6428
447,2400.6538
448,2310.1208
449,2215.1816
450,1989.6128
