,0
285,5476.7768
286,5508.4228
287,5449.9238
288,5470.6514
289,5859.3003
290,5915.0371
291,6524.9243
292,8678.314
293,12771.577
294,20564.199
295,35299.054
296,56104.502
297,83663.695
298,119137.24
299,162777.56
300,208971.05
301,244936.74
302,276407.25
303,290476.92
304,287874.97
305,270942.2
306,239910.81
307,201778.31
308,157404.08
309,113778.44
310,78386.919
311,54398.705
312,34076.506
313,21290.239
314,15191.515
315,11062.673
316,9390.1731
317,8959.3699
318,7996.2729
319,7800.0381
320,7649.4231
321,7478.8037
322,7533.676
323,7545.759
324,7660.0874
325,7658.5347
326,7335.094
327,7672.9272
328,7873.415
329,8036.2048
330,7608.7703
331,7819.6592
332,8020.7163
333,8279.0434
334,7944.0181
335,8397.7849
336,8559.6042
337,8871.6025
338,8335.3689
339,8519.0591
340,8673.0137
341,8638.7815
342,8518.4336
343,8126.2937
344,7714.0456
345,7953.8948
346,7756.9687
347,7807.3127
348,7514.1462
349,7353.6711
350,7784.3306
351,7347.157
352,7555.7522
353,7588.1338
354,7172.2327
355,7535.4441
356,7329.4192
357,7064.3042
358,7189.2483
359,6548.0188
360,7066.7329
361,6413.1929
362,6443.1907
363,6743.5981
364,6279.0752
365,6651.7663
366,6135.4375
367,6610.8889
368,6690.7239
369,6272.5586
370,6207.8603
371,6165.8679
372,5833.4861
373,6133.9397
374,5679.3894
375,5047.9209
376,5063.0784
377,5574.7744
378,5287.7351
379,5121.2383
380,5168.4912
381,5002.5586
382,4674.1106
383,5130.0058
384,4697.8481
385,4711.9018
386,4644.9089
387,4845.4277
388,4523.884
389,4537.3298
390,4392.532
391,4833.6846
392,4650.06
393,4452.6589
394,4235.5095
395,4246.8359
396,4041.2837
397,4366.7121
398,4161.7986
399,3802.7749
400,3780.675
401,4010.4194
402,4022.9314
403,3628.1699
404,4113.1223
405,3816.0366
406,4024.3447
407,3765.2844
408,3666.8371
409,3732.5679
410,3313.9636
411,3847.387
412,3613.6111
413,3415.812
414,3470.2051
415,3607.4871
416,3367.209
417,3353.3721
418,3492.4153
419,3461.5295
420,3314.6724
421,3354.0383
422,3230.1172
423,3345.2478
424,2986.6479
425,2971.6433
426,3115.3122
427,3215.5815
428,3401.8286
429,2949.2891
430,3271.1958
431,3324.646
432,3239.2129
433,3131.779
434,3203.0701
435,3224.5
436,2966.1794
437,3055.8379
438,2817.1809
439,3177.0762
440,3287.7886
441,2989.4338
442,3025.3718
443,2987.5378
444,3031.5525
445,2742.1116
446,2912.0425
447,2658.5586
448,2691.3784
449,2798.1865
450,2768.2402
