,0
285,5542.4941
286,5055.5251
287,5473.9267
288,5022.2915
289,5295.064
290,6044.3608
291,7180.0107
292,10097.145
293,17473.476
294,29889.129
295,51134.356
296,78255.21
297,115340.26
298,161846.32
299,212677.67
300,265374.83
301,311711.12
302,338831.06
303,357663.07
304,344267.51
305,317178.12
306,273716.83
307,227696.79
308,176779.12
309,122379.55
310,82174.758
311,53283.622
312,34782.146
313,22248.518
314,15649.152
315,12139.153
316,9642.3882
317,9061.998
318,9087.0308
319,8927.1482
320,8551.4575
321,8385.5432
322,8104.5249
323,8410.5185
324,8810.8547
325,8480.9709
326,8582.73
327,8769.2226
328,8054.1787
329,8862.5351
330,9536.9302
331,9121.3264
332,10343.983
333,9754.1238
334,10309.937
335,10850.736
336,10892.853
337,10614.263
338,10942.905
339,11577.501
340,10983.636
341,11049.547
342,10934.383
343,11082.584
344,10628.667
345,10551.446
346,10783.279
347,10471.762
348,10998.29
349,10493.794
350,10547.174
351,9951.043
352,10039.99
353,10288.022
354,9588.9973
355,9439.6785
356,10248.249
357,10149.266
358,9160.0286
359,9049.7737
360,9280.2485
361,9069.956
362,9471.1665
363,9056.4829
364,8836.9319
365,8473.5815
366,9026.9424
367,8567.0947
368,8812.7737
369,8719.5962
370,8429.8926
371,8387.8274
372,7987.3906
373,7944.4741
374,7840.2588
375,6919.9731
376,6940.6003
377,6526.8164
378,6957.5207
379,6989.5156
380,6752.9424
381,6245.9961
382,6038.1062
383,6348.9358
384,5894.2226
385,5976.1809
386,5614.102
387,6002.2349
388,5947.2422
389,6048.0644
390,5570.2891
391,5411.509
392,5036.7663
393,5412.1299
394,4967.5566
395,5128.6426
396,5098.5034
397,5190.5142
398,4896.2734
399,4814.2612
400,4600.3267
401,4372.4333
402,4417.2068
403,4410.6836
404,4442.4084
405,4269.4902
406,4170.7009
407,4465.5703
408,4187.5332
409,4095.6575
410,4462.4402
411,3576.1421
412,3990.8052
413,3568.47
414,3588.8235
415,3708.1238
416,3927.0657
417,3773.1023
418,3565.6125
419,3706.4333
420,3733.9707
421,3379.7832
422,3143.9167
423,3268.5325
424,3024.2898
425,2858.8191
426,2928.3044
427,3423.5254
428,3029.301
429,3156.7947
430,3042.9092
431,2892.3247
432,3075.9407
433,2914.9556
434,2938.5774
435,2765.7349
436,3143.385
437,2938.7024
438,2331.7717
439,2881.7522
440,2599.644
441,2700.2795
442,2660.6829
443,2610.5767
444,2409.0222
445,2701.6965
446,2431.4036
447,2445.0923
448,2564.623
449,2354.1389
450,2339.7036
