,0
285,5455.0701
286,5520.2407
287,5677.0745
288,5653.605
289,5356.8437
290,5951.938
291,6994.313
292,9383.2659
293,14159.77
294,23902.157
295,38399.27
296,61105.064
297,91361.157
298,134046.14
299,176683.96
300,227794.77
301,268526.79
302,305632.2
303,323486.78
304,318141.23
305,297737.13
306,260423.86
307,213451.9
308,166442.67
309,118789.23
310,80292.378
311,52985.671
312,32842.004
313,21407.922
314,14729.266
315,11316.576
316,9297.0332
317,8759.1106
318,8719.8257
319,7542.6313
320,7823.8972
321,7110.1704
322,7757.3523
323,7126.6662
324,6915.2556
325,7376.2151
326,7672.8005
327,7227.0403
328,7031.6982
329,7302.8645
330,7512.5207
331,7399.4985
332,7547.4155
333,7680.8054
334,8478.4368
335,8081.7307
336,7994.7136
337,8061.3813
338,8709.3115
339,8441.3655
340,8341.2795
341,8254.6294
342,7973.4036
343,8226.8267
344,7724.1533
345,7555.6919
346,7743.5371
347,7149.0911
348,7193.9094
349,7328.9067
350,7245.8376
351,6728.6484
352,7455.6103
353,6663.3874
354,6531.709
355,6512.812
356,6155.2417
357,6341.3955
358,6784.5871
359,6073.8694
360,6253.5954
361,6455.688
362,5881.5369
363,6381.8884
364,6346.1592
365,6432.1794
366,6013.3796
367,5827.6033
368,5846.7051
369,5714.6567
370,5679.5581
371,5567.0505
372,5546.6775
373,5366.5102
374,5211.5266
375,5255.1579
376,4908.2612
377,4647.8269
378,5218.1987
379,4661.3323
380,4430.3679
381,4678.0356
382,4472.3135
383,4688.8518
384,4565.2295
385,4390.1348
386,4487.2273
387,4112.6225
388,4075.6455
389,3861.1831
390,4328.7234
391,3867.1772
392,3784.1457
393,4033.7947
394,3778.4314
395,3859.8574
396,3895.5256
397,3559.8706
398,3823.2558
399,3820.6164
400,3921.4958
401,3590.3303
402,3879.6384
403,3696.2898
404,3561.9375
405,3439.156
406,3546.3298
407,3663.9211
408,3507.2458
409,3214.0901
410,3692.3306
411,3554.1164
412,3631.5339
413,3772.1789
414,3552.3647
415,3648.4831
416,3309.3445
417,3347.7473
418,3625.2092
419,3185.2754
420,3648.7517
421,3716.1565
422,2872.6313
423,2960.6943
424,3454.9409
425,3508.0537
426,3436.1389
427,3248.8386
428,3319.0034
429,3281.8408
430,3104.4101
431,3409.7261
432,3407.0127
433,3166.0303
434,2800.8076
435,3006.1611
436,3095.2558
437,3109.2219
438,3205.4866
439,2965.7366
440,2979.3118
441,2924.957
442,2812.352
443,2780.0505
444,2781.6023
445,2854.9038
446,2854.6455
447,3072.6543
448,2716.5095
449,2795.5715
450,2654.0705
