,0
285,5216.6746
286,5733.021
287,5150.7703
288,5832.3503
289,6274.3481
290,5892.9509
291,6653.9568
292,9286.4954
293,13477.038
294,22127.005
295,37445.72
296,60702.515
297,93927.582
298,133480.57
299,178871.56
300,231109.41
301,272409.52
302,304736.25
303,320165.93
304,313918.5
305,287077.21
306,253345.4
307,209056.4
308,160028.54
309,114723.74
310,77727.686
311,52497.843
312,31221.364
313,19696.686
314,14409.952
315,11173.868
316,8749.6841
317,7837.3584
318,7426.9104
319,7583.0276
320,7156.8784
321,7202.6438
322,7130.2751
323,7024.6614
324,6954.7051
325,7376.6018
326,6850.4123
327,6779.7566
328,7012.9797
329,7032.1106
330,7094.9275
331,7472.2839
332,7240.1843
333,6854.646
334,7427.2551
335,8110.4985
336,8620.7707
337,8623.0354
338,8196.7212
339,8039.3242
340,7941.6731
341,8320.1416
342,8163.686
343,7746.3198
344,7952.1003
345,8128.863
346,7269.0193
347,7180.7212
348,7311.0144
349,6816.363
350,7315.5576
351,7258.9465
352,7130.1916
353,6870.5237
354,6908.6904
355,7020.4575
356,6757.2627
357,7010.9663
358,6337.0762
359,6334.8843
360,6222.0713
361,6158.2322
362,6309.9775
363,5845.8098
364,6356.5281
365,5884.334
366,5609.7424
367,6115.8647
368,6039.3166
369,6104.4582
370,6390.6746
371,5909.7656
372,5708.4377
373,5977.5559
374,5133.6919
375,5572.0515
376,5239.2334
377,4784.2859
378,4876.8113
379,5235.2085
380,4785.4521
381,5223.5293
382,4837.7971
383,5278.46
384,4600.8957
385,4643.4402
386,4841.6853
387,4530.4043
388,4603.0569
389,4667.8398
390,4736.9709
391,4849.3245
392,4433.9648
393,4263.813
394,4158.6662
395,4151.4477
396,4312.8965
397,4040.9355
398,4054.6487
399,4110.206
400,3848.0625
401,3834.0691
402,4233.9936
403,4374.2634
404,4364.3835
405,4410.6606
406,4211.4368
407,4322.8747
408,4804.7598
409,4314.8328
410,4366.977
411,4274.3855
412,4054.4726
413,3955.5329
414,4425.4023
415,4698.0117
416,4300.3298
417,4084.8523
418,4151.0923
419,4004.7158
420,4099.5552
421,3820.9402
422,3912.4587
423,4031.2351
424,4079.3359
425,3987.1357
426,4137.6204
427,3727.7087
428,3634.7585
429,3841.2051
430,4077.8828
431,3588.7297
432,3872.7705
433,3914.3169
434,3682.48
435,3589.9407
436,3865.133
437,3513.6506
438,3822.8884
439,3541.3359
440,3954.4211
441,4046.6064
442,3764.5642
443,3682.5994
444,3702.9746
445,3407.3308
446,3858.7978
447,3842.6401
448,3417.3469
449,3594.624
450,3579.7285
