,0
285,6435.0542
286,6493.5874
287,6261.4917
288,5620.1382
289,6430.1496
290,6745.4675
291,7219.6352
292,9632.5185
293,14267.185
294,23597.24
295,41266.449
296,64527.713
297,98558.319
298,138978.6
299,189294.21
300,243052.09
301,288410.87
302,319326.69
303,338275.18
304,339484.26
305,311148.21
306,275162.78
307,223968.17
308,174498.39
309,121887.58
310,85034.099
311,55125.821
312,34931.387
313,22324.817
314,14764.734
315,12293.35
316,9770.7722
317,9024.5322
318,8856.9538
319,8592.0864
320,8861.3423
321,8719.2646
322,8906.7717
323,9165.7893
324,8760.0493
325,8539.0061
326,8845.4783
327,8300.2031
328,8589.3994
329,8517.9087
330,9221.9883
331,8655.7475
332,9304.8713
333,8877.5127
334,10516.786
335,9689.5369
336,10155.957
337,9898.8916
338,9928.3369
339,9960.5056
340,10290.165
341,10286.436
342,9586.9289
343,9794.3926
344,9586.9658
345,9294.8599
346,9301.1125
347,9600.4763
348,9285.0395
349,9951.4834
350,9097.3579
351,9006.4385
352,9012.9182
353,9074.0718
354,9232.5662
355,8759.7971
356,8843.2837
357,8892.2007
358,8297.7803
359,8979.2881
360,7804.8174
361,8941.4158
362,8082.9402
363,8274.1287
364,7848.0225
365,8135.7363
366,8307.0505
367,8220.7136
368,8058.0276
369,8531.8076
370,8118.4929
371,8232.6433
372,8284.0383
373,8214.3166
374,8008.2187
375,7424.8191
376,7985.022
377,7822.6697
378,7925.843
379,7216.5076
380,7663.6933
381,7860.1318
382,7751.4565
383,8347.1208
384,8387.8022
385,8596.6284
386,8291.2134
387,8357.8911
388,8698.4536
389,9396.1894
390,9241.0881
391,9021.4524
392,8379.4014
393,8942.6553
394,8693.0566
395,9031.729
396,8163.2146
397,9159.416
398,8080.8081
399,8215.9624
400,8373.0581
401,8162.354
402,8146.2102
403,8720.6777
404,8109.8872
405,7899.051
406,8327.0344
407,8667.8208
408,8490.9875
409,7943.206
410,7672.2856
411,7801.7439
412,7762.3862
413,8298.2383
414,7752.4211
415,7521.3208
416,7273.2229
417,7656.7195
418,7348.6728
419,6809.4111
420,6579.2739
421,6974.229
422,6185.9751
423,5695.001
424,5988.5425
425,5794.1587
426,5166.354
427,4825.5842
428,4697.5195
429,4552.5786
430,5013.3979
431,3832.7483
432,3985.9932
433,3748.4795
434,4451.5735
435,3843.1499
436,3614.3682
437,3283.8484
438,3770.0635
439,3256.6811
440,3323.0007
441,3617.8198
442,3112.3948
443,3098.9807
444,3459.78
445,3241.793
446,3261.4895
447,2570.6621
448,2623.7949
449,2801.6413
450,2925.644
