,0
285,5433.2949
286,5780.9802
287,5283.8889
288,5850.4311
289,6339.6638
290,7675.3332
291,8636.5762
292,13762.544
293,21505.229
294,37132.252
295,59525.933
296,89572.541
297,131469.34
298,175948.08
299,224459.07
300,276250.44
301,309447.06
302,324639.74
303,328465.85
304,307728.09
305,270642.83
306,227915.8
307,178552.3
308,131356.34
309,88464.124
310,59718.101
311,36041.355
312,22029.208
313,14329.398
314,10450.435
315,8031.6882
316,7016.969
317,6664.4817
318,6027.6611
319,6154.7358
320,5356.3559
321,5133.0747
322,4986.7388
323,5130.029
324,5337.0015
325,5090.312
326,4787.1758
327,4631.021
328,5225.53
329,4997.5974
330,5162.7292
331,5175.3174
332,5503.7058
333,5293.9883
334,5681.9741
335,5668.5928
336,5756.7139
337,5881.2214
338,6181.6841
339,6074.7663
340,5763.4138
341,5402.1609
342,5385.5771
343,5225.0915
344,5302.8227
345,4971.0251
346,5319.6606
347,4780.9421
348,4361.4817
349,4594.5576
350,4603.3074
351,4591.1284
352,4719.2527
353,4787.4377
354,4323.3005
355,4726.2485
356,4681.4936
357,4702.1728
358,4648.2292
359,4255.3772
360,4612.886
361,4415.7932
362,4278.104
363,3909.5723
364,4146.8706
365,3982.8096
366,4008.9758
367,4595.21
368,4231.8157
369,4616.1055
370,4616.0588
371,4579.4431
372,4412.553
373,4221.7078
374,4068.7038
375,4602.4246
376,3838.4558
377,4686.1902
378,3969.6662
379,3326.8076
380,4246.5754
381,3478.1892
382,4387.4082
383,4009.9768
384,3579.7558
385,3786.1641
386,3742.0723
387,4372.3186
388,3793.5745
389,3941.3872
390,3829.1123
391,4132.0054
392,3992.5364
393,3905.5566
394,3424.0503
395,3895.3584
396,3483.6489
397,3530.1228
398,3457.4067
399,3580.8494
400,3509.3513
401,3538.0754
402,3647.4414
403,3601.7212
404,4043.55
405,3827.0029
406,3493.2463
407,3580.81
408,3590.7627
409,3317.1377
410,3289.6999
411,3618.3533
412,3416.8564
413,3467.2734
414,3392.7986
415,3289.7454
416,3677.2778
417,3372.635
418,3668.6699
419,3687.3257
420,3297.4968
421,3571.4285
422,3207.1489
423,3396.6743
424,3612.3313
425,3570.9419
426,3696.3242
427,3331.3308
428,3219.6633
429,3387.1809
430,3374.2204
431,3680.813
432,3195.5862
433,3586.0444
434,3435.7649
435,3195.5483
436,3630.5349
437,3188.5652
438,3027.384
439,3351.9246
440,3317.8684
441,3496.168
442,3051.2109
443,3080.1387
444,3386.0815
445,3098.8916
446,2849.9397
447,2644.3789
448,2955.301
449,2757.4778
450,3027.0242
