,0
285,6110.2461
286,5586.8118
287,5293.1435
288,5416.8352
289,5773.5513
290,6188.7165
291,6693.4228
292,8038.31
293,12823.529
294,21339.191
295,36190.501
296,59966.415
297,92480.204
298,132554.3
299,183440.28
300,237723.46
301,282461.15
302,315296.46
303,338223.18
304,330555.52
305,313268.29
306,278029.26
307,227477.59
308,179266.68
309,129160.98
310,89073.65
311,57289.696
312,34837.987
313,22427.183
314,15862.258
315,11495.902
316,9636.9517
317,8580.5986
318,7411.1833
319,7704.4231
320,7418.6699
321,6851.0132
322,7257.3291
323,6998.7703
324,7031.6687
325,6929.0393
326,7503.0012
327,6620.614
328,7156.2202
329,7040.866
330,6769.1662
331,6484.3862
332,7387.8279
333,7200.0105
334,7364.9109
335,7713.7009
336,6948.156
337,7750.2214
338,8043.071
339,8330.0537
340,7933.1777
341,8213.6062
342,7891.0642
343,8122.6494
344,7707.6604
345,7580.9424
346,7267.5754
347,6705.6418
348,7213.8945
349,6937.5229
350,7002.7827
351,7280.7932
352,6369.5105
353,6977.5935
354,6749.9246
355,6896.5517
356,6400.3794
357,6798.3547
358,6068.7263
359,6232.9875
360,5485.6575
361,5609.5295
362,6139.718
363,5624.7803
364,5705.6311
365,6094.2915
366,6751.9639
367,5990.4573
368,5575.206
369,5883.4346
370,5788.769
371,5481.6287
372,5345.5517
373,5362.3872
374,5085.3899
375,4898.1423
376,4547.3442
377,4849.2654
378,4192.5139
379,4333.9507
380,4523.9968
381,4456.9551
382,4275.1855
383,3874.4419
384,3847.467
385,3768.3823
386,3729.229
387,3764.3787
388,3943.3003
389,3539.8694
390,4182.6785
391,3808.2026
392,3202.1418
393,3702.0991
394,3397.8354
395,3694.7749
396,3069.303
397,2775.8411
398,3043.2217
399,2654.2627
400,2793.2231
401,2650.71
402,2851.1267
403,2811.6335
404,2453.875
405,2472.1394
406,2559.0552
407,2377.6553
408,2529.335
409,2471.9131
410,2574.5576
411,2306.9563
412,2128.2185
413,2188.2124
414,2207.8537
415,2089.1091
416,2400.063
417,1945.9602
418,1889.5405
419,1739.6308
420,1876.936
421,1869.7742
422,1899.8454
423,1760.1702
424,1742.7539
425,1968.5039
426,1664.8533
427,1731.3745
428,1695.4944
429,1510.6335
430,1729.1518
431,1520.0754
432,1669.9101
433,1550.6321
434,1697.8823
435,1701.8603
436,1429.2832
437,1674.5339
438,1550.0412
439,1497.2009
440,1510.7725
441,1412.5771
442,1612.438
443,1681.9973
444,1432.4221
445,1617.3144
446,1489.2617
447,1505.9058
448,1535.5539
449,1242.8049
450,1467.4092
