,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550
230,-10.59,-30.22,0,0,259.8,8.857,3.218,2.209,1.01,1.495,0.863,1.741,1.373,1.161,0.99,0.925,0.614,0.377,0.538,0.584,0.565,0.511,0.313,0.506,0.441,0.304,0.3,0.372,0.272,0.329,0.355,0.315,0.305,0.23,0.226,0.253,0.221,0.189,0.155,0.204,0.2,0.167,-0.003,0.117,0.159,0.1,-0.017,-1.332,-0.617,2.252,2.73,1.017,0.182,0.135,0.146,0.107,0.086,0.096,0.112,0.075,0.07,0.05,0.09,0.063,0.036,0.087,0.048
235,7.663,-2.626,-124.3,0,0,11.82,7.799,0.832,2.296,-0.23,2.42,0.601,1.148,1.037,0.743,1.615,0.657,0.259,0.681,0.615,0.635,0.768,0.343,0.624,0.522,0.414,0.401,0.305,0.368,0.508,0.261,0.325,0.319,0.405,0.165,0.217,0.14,0.155,0.17,0.14,0.193,0.304,0.059,0.04,0.013,0.016,0.035,-0.406,-0.799,-0.985,-0.522,2.471,2.784,1.235,0.166,0.019,0.078,0.115,0.164,0.063,0.067,0.024,0.107,0.045,0.027,0.096,0.036
240,-9.386,-11.58,-33.99,-365.1,0,0,28.25,2.835,2.92,0.565,2.73,1.067,0.765,0.807,0.999,0.491,0.744,0.521,0.78,0.734,0.805,0.621,0.21,0.327,0.619,0.496,0.575,0.322,0.43,0.47,0.139,0.31,0.321,0.3,0.353,0.296,0.281,0.186,0.246,0.098,0.164,0.274,0.154,0.132,0.055,0.147,0.104,0,-0.081,-0.542,-1.909,0.091,1.363,4.9,2.586,0.541,0.09,0.14,0.177,0.052,0.155,-0.01,0.103,0.038,0.043,0.116,0.098
245,-3.568,-20.6,-5.804,-90.23,-624.4,0,119.4,27.53,4.422,2.403,1.313,1.499,1.807,0.217,1.615,0.357,0.715,0.592,0.679,0.588,0.901,0.575,0.372,0.387,0.659,0.298,0.577,0.349,0.256,0.516,0.216,0.327,0.422,0.305,0.217,0.277,0.301,0.31,0.264,0.239,0.108,0.199,0.132,0.141,0.161,0.099,-0.107,0.26,0.009,-0.076,-0.427,-0.407,-2.153,0.434,3.468,6.541,2.375,0.464,0.222,0.049,0.102,-0.046,0.102,0.042,0.045,0.082,0.165
250,1.659,-6.808,-7.28,-25.04,-160.5,-395,0,0,90.17,13.32,2.725,1.904,1.857,1.501,1.492,0.503,0.932,1.123,0.497,0.701,0.631,0.571,0.52,0.602,0.435,0.36,0.46,0.489,0.345,0.537,0.354,0.216,0.406,0.309,0.223,0.253,0.34,0.191,0.217,0.226,0.179,0.161,0.186,0.163,0.177,0.162,0.028,0.202,-0.001,0.101,-0.005,0.023,-0.624,-0.738,-0.728,5.546,2.521,4.541,5.131,2.933,0.49,0.067,0.117,0.079,0.112,0.097,0.135
255,4.14,1.151,7.854,-34.57,-43.5,-92.89,-290.3,0,0,1628,8.075,1.492,1.03,2.5,1.308,0.638,0.552,0.687,0.68,0.609,0.929,0.725,0.605,0.498,0.543,0.551,0.475,0.344,0.342,0.543,0.508,0.26,0.359,0.307,0.348,0.239,0.291,0.245,0.169,0.23,0.154,0.183,0.157,0.225,0.269,0.173,0.111,0.202,0.056,0.118,0.04,-0.195,-0.044,-0.141,-0.146,1.295,-0.405,1.298,9.972,6.944,9.881,3.228,0.395,0.099,0.131,0.065,0.031
260,10.44,8.53,6.973,-12.18,-22.35,-24.5,-63.81,-324.7,0,0,14.08,3.792,2.434,2.389,1.384,0.91,0.567,0.663,0.987,0.77,0.751,0.664,0.684,0.633,0.788,0.652,0.497,0.403,0.436,0.438,0.339,0.418,0.455,0.169,0.271,0.293,0.312,0.2,0.237,0.261,0.145,0.095,0.182,0.244,0.171,0.198,0.191,0.101,0.092,0.157,0.122,-0.098,-0.117,0.023,0.057,0.341,0.09,0.152,2.11,5.728,23.72,7.983,10.03,2.321,0.206,0.168,0.041
265,1.942,12.15,3.472,-1.303,-12.55,-15.74,-14.22,-76.54,0,0,0,17.82,4.471,1.718,1.192,1.287,0.806,0.663,1.078,0.571,0.685,0.673,0.668,0.688,0.583,0.526,0.619,0.46,0.451,0.33,0.401,0.481,0.304,0.199,0.325,0.22,0.258,0.205,0.117,0.1,0.169,0.122,0.162,0.299,0.154,0.148,0.195,0.058,0.07,0.09,0.09,0.121,0.032,0.028,-0.015,0.143,0.084,0.147,0.609,1.016,7.076,15.07,27.08,8.537,6.464,0.759,0.023
270,16.07,11.9,5.585,2.281,-6.326,-18.84,-20.86,-12.69,-5.733,242.3,0,0,48.58,8.895,1.555,1.947,1.05,1.25,1.471,0.738,0.658,0.689,0.693,0.801,0.644,0.56,0.537,0.437,0.559,0.337,0.487,0.457,0.413,0.338,0.307,0.204,0.305,0.193,0.192,0.203,0.278,0.207,0.16,0.271,0.165,0.221,0.193,0.145,0.101,0.141,0.132,0.079,0.114,0.162,0.063,0.268,0.14,0.19,0.225,0.353,1.591,4.108,10.09,15.35,11.31,17.39,4.654
