Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
600	211.124	54.6155938946866
600	212.698	-21.7605493982043
600	214.273	-41.0722559980174
600	215.848	35.3234720773567
600	217.424	22.0477928746233
600	219.001	1.69566838692864
600	220.579	34.505015057617
600	222.157	90.5877882102627
600	223.736	-30.7480956774084
600	225.315	64.0037885006573
600	226.896	10.6375168403388
600	228.477	-67.5583317952072
600	230.058	0.00652826082770319
600	231.641	-42.9180743839832
600	233.224	47.4020551323436
600	234.808	-64.2583906729377
600	236.392	92.5511152911271
600	237.977	-83.7071907501326
600	239.563	-7.0764452849612
600	241.15	80.8209544762852
600	242.737	9.94309677632547
600	244.325	-50.0793870597045
600	245.913	52.0818837055352
600	247.503	4.48398074836047
600	249.093	14.0941362224731
600	250.683	32.0698234116234
600	252.274	24.9760294050842
600	253.866	-21.3047776402377
600	255.459	-96.8938998398827
600	257.052	-41.8850496898358
600	258.646	-0.947399287236383
600	260.241	14.7057967457433
600	261.836	70.0497611210933
600	263.432	-5.88889646205162
600	265.028	-104.731165565557
600	266.625	81.8057874843164
600	268.223	-67.2021208919254
600	269.822	-43.8768924338571
600	271.421	30.1307554455422
600	273.021	-24.3894102770562
600	274.621	-43.4299857637816
600	276.222	-5.53456210311143
600	277.824	33.9537435035076
600	279.426	0.268514991563215
600	281.029	43.7459521919935
600	282.633	-62.2890290632048
600	284.237	14.8633384306361
600	285.842	-25.1081238170942
600	287.448	-15.333114043919
600	289.054	16.3467271857522
600	290.661	-18.5507258514909
600	292.268	15.1339783076398
600	293.876	-42.5602014837935
600	295.485	-0.453575590049049
600	297.094	-127.134816061071
600	298.704	-109.866886436069
600	300.315	-150.316241020398
600	301.926	-129.88753888584
600	303.538	-47.671566548034
600	305.15	-62.3171859414784
600	306.763	-47.9844857749835
600	308.377	-5.01527083404631
600	309.991	4.35629439323659
600	311.606	42.1474737745954
600	313.221	-0.83755435394213
600	314.837	29.4694311942931
600	316.454	44.2236567779466
600	318.071	-27.6827335771399
