Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
600	211.124	-7.90813645417435
600	212.698	-75.453044112463
600	214.273	-57.016533175705
600	215.848	12.2846352932773
600	217.424	36.8557439561477
600	219.001	-18.4332023993896
600	220.579	4.3901006038396
600	222.157	112.305479531242
600	223.736	-24.5619182812916
600	225.315	58.7691178337672
600	226.896	24.5740495849756
600	228.477	-67.5460105040781
600	230.058	-1.75479034964112
600	231.641	-20.1626272958731
600	233.224	7.0026187117226
600	234.808	-24.5578745133969
600	236.392	8.76218805978471
600	237.977	18.4431280114947
600	239.563	-6.14342049242811
600	241.15	74.5670099789583
600	242.737	-27.192449537069
600	244.325	-65.8018809970684
600	245.913	-25.4530990284803
600	247.503	-36.8546411103582
600	249.093	45.631533780669
600	250.683	21.364205939973
600	252.274	15.0457170421042
600	253.866	-65.8876198496187
600	255.459	-101.010465852343
600	257.052	-21.3524531037334
600	258.646	-7.26017181118618
600	260.241	-73.2668092863256
600	261.836	56.5324048831663
600	263.432	51.420002375577
600	265.028	22.9540677033088
600	266.625	64.4486180294579
600	268.223	8.46429228148929
600	269.822	37.1627012523351
600	271.421	19.2090187235872
600	273.021	-18.9964147969824
600	274.621	-28.7353033655142
600	276.222	68.4985173609387
600	277.824	-3.5481015493959
600	279.426	2.65628008316695
600	281.029	5.22844282125565
600	282.633	-48.0036553419839
600	284.237	-15.6279435601281
600	285.842	9.47679889859351
600	287.448	-2.55646410439351
600	289.054	-22.1326012525111
600	290.661	-10.9821435888898
600	292.268	56.487308603234
600	293.876	24.4138101161189
600	295.485	-56.4254831966889
600	297.094	-101.860990760024
600	298.704	-152.408167596414
600	300.315	-143.225909777727
600	301.926	-121.84512453879
600	303.538	-71.3860270068948
600	305.15	-63.9352934856453
600	306.763	-44.517470883252
600	308.377	-53.8487425053824
600	309.991	28.6606348178032
600	311.606	32.0809014285962
600	313.221	-37.9877458956777
600	314.837	15.2044303235786
600	316.454	2.53354210858824
600	318.071	-29.4492346805189
