300	1.11905E5	9.61227E4	1.01619E5	2.73085E6	2.69989E5	2.19995E5	1.74087E7	6.33232E4	8320.22363	4432.57083	4129.87002	1905.61168	1905.9877	2151.11642	1981.62667	1508.24434	1077.32949	883.96657	898.88576	602.6847	903.96697	618.18123
302	1.33436E5	9.10825E4	1.03911E5	1.79668E6	5.87221E5	1.51784E5	1.50265E7	7.08206E5	9922.60063	5279.52628	3873.65673	2387.84049	2139.41534	2011.42603	1247.01649	1494.85645	1293.79977	909.02404	1021.88172	866.53455	662.18443	898.53731
304	1.10799E5	9.72737E4	1.02147E5	9.79916E5	1.18948E6	1.387E5	9.45686E6	3.13358E6	1.15823E4	5554.21419	3940.66932	2833.65653	2364.35967	1735.19614	1291.04957	1628.87873	1000.31543	1059.68822	839.81922	689.45534	855.62154	980.65058
306	1.14234E5	9.83737E4	1.17577E5	4.49388E5	1.97116E6	1.37663E5	4.02648E6	7.9783E6	1.54176E4	6460.79352	4402.49487	2777.35275	2322.08573	1587.48346	1598.22466	1319.15781	979.98597	1079.97274	884.68373	1095.84088	688.54665	783.24078
308	1.28207E5	9.85757E4	1.09604E5	2.21764E5	2.68985E6	1.29506E5	1.04968E6	1.36962E7	2.17114E4	6268.2586	4304.49309	2985.47975	2086.27962	2271.6012	1545.02186	1232.23915	952.25776	1193.65089	817.28953	824.80593	487.48674	856.57226
310	1.27218E5	1.04203E5	1.19099E5	1.68467E5	2.84764E6	1.48225E5	1.95662E5	1.64264E7	5.87933E4	7668.93384	4657.12523	2797.03742	2313.65713	2227.2894	1674.2453	1285.41164	1105.71982	1103.58128	609.70616	747.3978	889.28285	727.09218
312	1.49903E5	1.09835E5	1.22397E5	1.56091E5	2.46429E6	2.21535E5	1.17957E5	1.43095E7	6.33139E5	8306.90797	4370.0361	3118.38893	1887.82552	1854.76168	1484.80227	1227.74045	1064.49851	893.15765	904.97268	816.12753	801.73786	410.1976
314	1.30894E5	1.0742E5	1.3422E5	1.53807E5	1.64647E6	4.8846E5	1.02043E5	8.60532E6	3.01025E6	1.00592E4	4650.95288	3342.23806	2288.10279	1554.59202	1272.54048	1155.44705	920.41961	810.42113	1134.41194	801.30368	1044.96364	691.48456
316	1.39928E5	1.02388E5	1.27533E5	1.54702E5	9.00674E5	9.71601E5	9.41696E4	3.48283E6	7.55681E6	1.21545E4	5434.97235	3214.84281	2417.26228	1654.80983	1496.79778	1193.92664	1043.55118	745.46427	826.69198	695.74811	791.93581	706.406
318	1.31056E5	1.05592E5	1.36037E5	1.60949E5	4.51088E5	1.6418E6	9.19645E4	8.79279E5	1.21784E7	1.8478E4	5850.79745	3610.00586	2481.63148	2059.49222	1355.88599	1113.93297	810.81444	779.39016	877.6521	851.34118	1064.39804	430.3714
320	1.55947E5	1.09144E5	1.39113E5	1.60184E5	2.55068E5	2.22437E6	8.52965E4	1.55741E5	1.41443E7	5.4081E4	6031.57397	3470.40599	2900.63013	1881.41775	1487.89901	1380.77067	1170.23981	1039.16993	841.75513	960.27267	670.94817	714.07114
322	1.44734E5	1.19532E5	1.38023E5	1.66874E5	1.97824E5	2.35983E6	9.52191E4	9.38899E4	1.18589E7	5.48336E5	6685.66276	3544.25013	2491.25102	2198.42987	1516.63954	1269.30433	731.52572	967.87565	934.57192	1001.302	705.62319	585.57233
324	1.36762E5	1.15738E5	1.35321E5	1.60544E5	1.80969E5	2.01995E6	1.57078E5	7.7974E4	7.10643E6	2.42077E6	8259.96265	4047.63215	3056.14958	1684.73664	1475.2077	1324.72558	1134.96984	853.87914	795.9099	690.88921	527.74783	480.67923
326	1.53814E5	1.14615E5	1.40359E5	1.67006E5	1.77914E5	1.42548E6	3.3744E5	7.53689E4	2.8596E6	6.07148E6	1.0843E4	3527.80431	2899.08821	2078.83713	1374.3116	1429.56359	1126.27368	700.15268	916.04598	756.40362	585.57719	565.24483
328	1.38555E5	1.19643E5	1.41249E5	1.69419E5	1.84404E5	8.36398E5	6.89484E5	7.18578E4	7.48091E5	9.88949E6	1.45499E4	4610.32857	3021.01723	2007.0302	1456.65549	940.95693	950.47732	1006.61847	691.23677	532.82803	559.50445	619.91536
330	1.39649E5	1.16292E5	1.42311E5	1.70633E5	1.8224E5	4.27127E5	1.22E6	6.6209E4	1.33427E5	1.18283E7	4.05569E4	5228.72812	2949.0089	2175.64158	1832.79262	1220.4211	911.56226	943.00422	473.56537	742.2624	736.54344	570.52918
332	1.71011E5	1.1495E5	1.4035E5	1.75183E5	1.81508E5	2.37795E5	1.67964E6	6.26241E4	8.02495E4	1.02344E7	4.13088E5	5235.88585	3189.68341	2036.04946	1549.95741	1148.83598	1023.19976	837.22237	582.74406	723.50814	511.23752	354.7214
334	1.7149E5	1.27872E5	1.48276E5	1.74357E5	1.79792E5	1.66642E5	1.9034E6	6.90587E4	6.84878E4	6.47664E6	1.93039E6	6815.71044	2869.17603	2640.24718	1430.36846	1241.13236	942.31762	901.62531	715.97899	786.43659	666.58528	614.3629
336	1.57774E5	1.21122E5	1.44732E5	1.73029E5	1.73446E5	1.54567E5	1.73577E6	1.03353E5	6.568E4	2.73387E6	4.97093E6	8232.78361	3319.82904	2506.81253	1756.90416	1366.91433	813.44204	934.09712	836.27036	775.03333	673.49836	572.15988
338	1.72485E5	1.23103E5	1.43583E5	1.65596E5	1.76957E5	1.42562E5	1.30098E6	2.22336E5	6.23759E4	7.67114E5	8.17237E6	1.21097E4	3565.24718	2455.7847	1710.90751	1164.03721	1011.37767	839.37877	572.40987	640.70245	430.86227	677.22025
340	1.86122E5	1.28282E5	1.40991E5	1.61569E5	1.75496E5	1.43227E5	7.82305E5	4.91016E5	6.00182E4	1.36245E5	9.80754E6	3.32498E4	4491.46494	2545.24436	1603.6092	1263.32546	874.53272	969.00269	846.49423	718.87475	592.6579	588.86825
342	1.68248E5	1.22432E5	1.42769E5	1.68847E5	1.73443E5	1.39902E5	4.0832E5	8.65176E5	5.8908E4	7.3178E4	8.58401E6	3.55994E5	4531.50356	2522.6531	1619.93859	1093.09954	893.4379	706.04944	666.12165	587.91384	592.25004	399.93411
344	1.67934E5	1.27761E5	1.39996E5	1.5902E5	1.71985E5	1.41908E5	1.95774E5	1.2973E6	5.96068E4	6.15151E4	5.28551E6	1.6991E6	5310.9664	2810.99852	2101.29899	1188.59066	828.29904	818.9631	702.72988	513.00661	582.2095	571.06429
346	1.71666E5	1.28364E5	1.38437E5	1.53882E5	1.73186E5	1.40606E5	1.2721E5	1.51143E6	6.39635E4	5.69075E4	2.22499E6	4.24795E6	6822.95537	2817.11031	1959.64167	1247.76875	872.06849	688.158	664.21686	563.1004	463.89054	466.30398
348	1.87472E5	1.35958E5	1.42821E5	1.60668E5	1.67562E5	1.39319E5	1.08024E5	1.44736E6	8.99004E4	5.83673E4	5.53181E5	7.03374E6	1.05138E4	2821.04967	1790.83811	1264.64849	791.11584	854.68303	613.81247	534.21847	444.42043	723.50352
