index,AnalDate,Cruise,Site,Rep,SampID,EEM file,ABS file,Blank File,Raman File,Emcorr File,Excorr File,QS_Slope,Qw,dilutionfactor,comments
46,12-Sep-06,SF-p-win,8B,2,468,468SF.csv,468SF.csv,di25se06.csv,UV12se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
47,11-Sep-06,SF-p-win,8B,3,469,469SF.csv,469SF.csv,di25se06.csv,UV11se06.CSV,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
48,11-Sep-06,SF-p-win,8C,1,470,470SF.csv,470SF.csv,di25se06.csv,UV11se06.CSV,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
49,12-Sep-06,SF-p-win,8C,2,471,471SF.csv,471SF.csv,di25se06.csv,UV12se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
50,11-Sep-06,SF-p-win,8C,3,472,472SF.csv,472SF.csv,di25se06.csv,UV11se06.CSV,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
51,6-Sep-06,SF-p-win,1A,1,473,473SF.csv,473SF.csv,di25se06.csv,uv06se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
52,6-Sep-06,SF-p-win,1A,2,474,474SF.csv,474SF.csv,di25se06.csv,uv06se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
53,6-Sep-06,SF-p-win,1A,3,475,475SF.csv,475SF.csv,di25se06.csv,uv06se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
54,6-Sep-06,SF-p-win,1B,1,476,476SF.csv,476SF.csv,di25se06.csv,uv06se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
55,28-Apr-06,SF-p-win,1B,2,477,SGB477w.csv,477SF.csv,di25se06.csv,uv11my06.csv,mcorrs_4nm.csv,xc06se06n.csv,167066,qs17ap.csv,1,
56,27-Apr-06,SF-p-win,1B,3,478,sfb478wt.csv,478SF.csv,di25se06.csv,uv11my06.csv,mcorrs_4nm.csv,xc06se06n.csv,167066,qs17ap.csv,1,
57,28-Apr-06,SF-p-win,1C,1,479,SFB479Wt.csv,479SF.csv,di25se06.csv,uv11my06.csv,mcorrs_4nm.csv,xc06se06n.csv,167066,qs17ap.csv,1,
58,6-Sep-06,SF-p-win,1C,2,480,480SF.csv,480SF.csv,di25se06.csv,uv06se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
59,6-Sep-06,SF-p-win,1C,3,481,481SF.csv,481SF.csv,di25se06.csv,uv06se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
60,12-Sep-06,SF-p-win,2A,1,482,482SF.csv,482SF.csv,di25se06.csv,UV12se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
61,12-Sep-06,SF-p-win,2A,2,483,483SF.csv,483SF.csv,di25se06.csv,UV12se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
62,12-Sep-06,SF-p-win,2A,3,484,484SF.csv,484SF.csv,di25se06.csv,UV12se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
63,13-Sep-06,SF-p-win,2B,1,485,485SF.csv,485SF.csv,di25se06.csv,UV13se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
64,12-Sep-06,SF-p-win,2B,2,486,486SF.csv,486SF.csv,di25se06.csv,UV12se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
65,12-Sep-06,SF-p-win,2B,3,487,487SF.csv,487SF.csv,di25se06.csv,UV12se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
66,13-Sep-06,SF-p-win,2C,1,488,488SF.csv,488SF.csv,di25se06.csv,UV13se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
67,12-Sep-06,SF-p-win,2C,2,489,489SF.csv,489SF.csv,di25se06.csv,UV12se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
68,13-Sep-06,SF-p-win,2C,3,490,490SF.csv,490SF.csv,di25se06.csv,UV13se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
69,15-Sep-06,SF-p-win,3A,1,491,491SF.csv,491SF.csv,di25se06.csv,UV15se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
70,14-Sep-06,SF-p-win,3A,2,492,492SF.csv,492SF.csv,di25se06.csv,UV14se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
71,14-Sep-06,SF-p-win,3A,3,493,493SF.csv,493SF.csv,di25se06.csv,UV14se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
72,14-Sep-06,SF-p-win,3B,1,494,494SF.csv,494SF.csv,di25se06.csv,UV14se06.csv,mcorrs_4nm.csv,xc06se06n.csv,52405,qs06se.csv,1,
73,3-May-06,SF-p-win,bl,1,555,sfb555pwd1t.csv,555SF.csv,mq11my.csv,uv11my06.csv,mcorrs_4nm.csv,xc06se06n.csv,167066,qs17ap.csv,1,
74,1-May-06,SF-p-win,bl,2,558,SFB558wpt.csv,558SF.csv,mq11my.csv,uv11my06.csv,mcorrs_4nm.csv,xc06se06n.csv,167066,qs17ap.csv,1,
75,1-May-06,SF-p-win,bl,3,559,sfb559wd1t.csv,559SF.csv,mq11my.csv,uv11my06.csv,mcorrs_4nm.csv,xc06se06n.csv,167066,qs17ap.csv,1,
76,18-May-06,SF-p-win,0A,1,1025,1025sf.csv,493SF.csv,mq11my.csv,uv18May06.csv,mcorrs_4nm.csv,xc06se06n.csv,167066,qs17ap.csv,1,
77,17-May-06,SF-p-win,0A,2,1026,1026sf.csv,493SF.csv,mq11my.csv,uv17May06.csv,mcorrs_4nm.csv,xc06se06n.csv,167066,qs17ap.csv,1,bottle was cracked
78,17-May-06,SF-p-win,0A,3,1027,1027sf.csv,493SF.csv,mq11my.csv,uv17May06.csv,mcorrs_4nm.csv,xc06se06n.csv,167066,qs17ap.csv,1,
79,27-Sep-06,SF-p-spr,3A,1,651,651SF.csv,494SF.csv,di25se06.csv,UV27SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
80,28-Sep-06,SF-p-spr,3A,2,652,652SF.csv,494SF.csv,di25se06.csv,UV28SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
81,27-Sep-06,SF-p-spr,3A,3,653,653SF.csv,494SF.csv,di25se06.csv,UV27SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
82,28-Sep-06,SF-p-spr,3B,1,654,654SF.csv,654SF.csv,di25se06.csv,UV28SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
83,27-Sep-06,SF-p-spr,3B,2,655,655SF.csv,655SF.csv,di25se06.csv,UV27SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
84,26-Sep-06,SF-p-spr,3B,3,656,656SF.csv,656SF.csv,di25se06.csv,UV26SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
85,28-Sep-06,SF-p-spr,3C,1,657,657SF.csv,657SF.csv,di25se06.csv,UV28SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
86,28-Sep-06,SF-p-spr,3C,2,658,658SF.csv,658SF.csv,di25se06.csv,UV28SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
87,27-Sep-06,SF-p-spr,3C,3,659,659SF.csv,659SF.csv,di25se06.csv,UV27SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
88,26-Sep-06,SF-p-spr,4A,1,660,660SF.csv,666SF.csv,di25se06.csv,UV26SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
89,26-Sep-06,SF-p-spr,4A,2,661,661SF.csv,666SF.csv,di25se06.csv,UV26SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
90,27-Sep-06,SF-p-spr,4A,3,662,662SF.csv,666SF.csv,di25se06.csv,UV27SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
91,27-Sep-06,SF-p-spr,4B,1,663,663SF.csv,666SF.csv,di25se06.csv,UV27SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
92,28-Sep-06,SF-p-spr,4B,2,664,664SF.csv,666SF.csv,di25se06.csv,UV28SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
93,27-Sep-06,SF-p-spr,4B,3,665,665SF.csv,666SF.csv,di25se06.csv,UV27SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
94,28-Sep-06,SF-p-spr,4C,1,666,666SF.csv,666SF.csv,di25se06.csv,UV28SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
95,26-Sep-06,SF-p-spr,4C,2,667,667SF.csv,666SF.csv,di25se06.csv,UV26SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
96,27-Sep-06,SF-p-spr,4C,3,668,668SF.csv,666SF.csv,di25se06.csv,UV27SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
97,26-Sep-06,SF-p-spr,5A,1,669,669SF.csv,669SF.csv,di25se06.csv,UV26SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
98,27-Sep-06,SF-p-spr,5A,2,670,670SF.csv,670SF.csv,di25se06.csv,UV27SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
99,28-Sep-06,SF-p-spr,5A,3,671,671SF.csv,671SF.csv,di25se06.csv,UV28SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
100,27-Sep-06,SF-p-spr,5B,1,672,672SF.csv,672SF.csv,di25se06.csv,UV27SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
101,28-Sep-06,SF-p-spr,5B,2,673,673SF.csv,673SF.csv,di25se06.csv,UV28SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
102,27-Sep-06,SF-p-spr,5B,3,674,674SF.csv,674SF.csv,di25se06.csv,UV27SE06.csv,mcorrs_4nm.csv,xc19se06n.csv,52405,qs06se.csv,1,
103,10-May-06,SF-p-spr,5C,1,675,sfb675psp.csv,672SF.csv,di25se06.csv,uv11My1.csv,mcorrs_4nm.csv,xc02au06n.csv,167066,qs17ap.csv,1,
104,10-May-06,SF-p-spr,5C,2,676,sfb676psp.csv,673SF.csv,di25se06.csv,uv11My1.csv,mcorrs_4nm.csv,xc02au06n.csv,167066,qs17ap.csv,1,
105,10-May-06,SF-p-spr,5C,3,677,sfb677psp.csv,674SF.csv,di25se06.csv,uv11My1.csv,mcorrs_4nm.csv,xc02au06n.csv,167066,qs17ap.csv,1,
106,10-May-06,SF-p-spr,6A,1,678,sfb678psp.csv,679SF.csv,di25se06.csv,uv11My1.csv,mcorrs_4nm.csv,xc02au06n.csv,167066,qs17ap.csv,1,
107,15-May-06,SF-p-spr,6A,2,679,0679sfK.csv,679SF.csv,di25se06.csv,uv13Jl.csv,mcorrs_4nm.csv,xc02au06t.csv,167066,qs17ap.csv,1,
108,12-May-06,SF-p-spr,6A,3,680,0680sfK.csv,680SF.csv,di25se06.csv,uv13Jl.csv,mcorrs_4nm.csv,xc02au06t.csv,167066,qs17ap.csv,1,
109,11-May-06,SF-p-spr,6B,1,681,sfb681psp.csv,681SF.csv,di25se06.csv,uv11My1.csv,mcorrs_4nm.csv,xc02au06n.csv,167066,qs17ap.csv,1,
110,11-May-06,SF-p-spr,6B,2,682,sfb682psp.csv,682SF.csv,di25se06.csv,uv11My1.csv,mcorrs_4nm.csv,xc02au06n.csv,167066,qs17ap.csv,1,
111,15-May-06,SF-p-spr,6B,3,683,0683sfK.csv,683SF.csv,di25se06.csv,uv13Jl.csv,mcorrs_4nm.csv,xc02au06t.csv,167066,qs17ap.csv,1,
112,12-May-06,SF-p-spr,6C,1,684,0684sfK.csv,685SF.csv,di25se06.csv,uv13Jl.csv,mcorrs_4nm.csv,xc02au06t.csv,167066,qs17ap.csv,1,
113,12-May-06,SF-p-spr,6C,2,685,0685sfK.csv,685SF.csv,di25se06.csv,uv13Jl.csv,mcorrs_4nm.csv,xc02au06t.csv,167066,qs17ap.csv,1,
114,12-May-06,SF-p-spr,6C,3,686,0686sfK.csv,685SF.csv,di25se06.csv,uv13Jl.csv,mcorrs_4nm.csv,xc02au06t.csv,167066,qs17ap.csv,1,
115,18-May-06,SF-p-spr,bl,1,739,0739sfK.csv,DummyAbs.csv,di25se06.csv,uv13Jl.csv,mcorrs_4nm.csv,xc02au06t.csv,167066,qs17ap.csv,1,
116,18-May-06,SF-p-spr,bl,2,740,0740sfK.csv,DummyAbs.csv,di25se06.csv,uv13Jl.csv,mcorrs_4nm.csv,xc02au06t.csv,167066,qs17ap.csv,1,
117,15-May-06,SF-p-spr,bl,3,741,0741sfK.csv,DummyAbs.csv,di25se06.csv,uv13Jl.csv,mcorrs_4nm.csv,xc02au06t.csv,167066,qs17ap.csv,1,
118,15-May-06,SF-p-spr,bl,4,742,0742sfK.csv,DummyAbs.csv,di25se06.csv,uv13Jl.csv,mcorrs_4nm.csv,xc02au06t.csv,167066,qs17ap.csv,1,
119,17-May-06,SF-p-spr,bl,5,744,0744sfK.csv,DummyAbs.csv,di25se06.csv,uv13Jl.csv,mcorrs_4nm.csv,xc02au06t.csv,167066,qs17ap.csv,1,
120,17-May-06,SF-p-spr,0A,1,1034,1034sf.csv,DummyAbs.csv,di25se06.csv,uv13Jl.csv,mcorrs_4nm.csv,xc02au06t.csv,167066,qs17ap.csv,1,
121,18-May-06,SF-p-spr,0A,3,1036,1036sf.csv,DummyAbs.csv,di25se06.csv,uv13Jl.csv,mcorrs_4nm.csv,xc02au06t.csv,167066,qs17ap.csv,1,
122,20-Nov-06,SF-p-sum,1A,1,1200,1200SF.csv,1200SF.csv,mq15no06.csv,UV20NO06.csv,mcorrs_4nm.csv,xc15no06n.csv,52405,qs06se.csv,1,
123,15-Nov-06,SF-p-sum,1A,2,1201,1201SF.csv,1201SF.csv,mq15no06.csv,UV15NO06.csv,mcorrs_4nm.csv,xc15no06n.csv,52405,qs06se.csv,1,
124,14-Mar-07,SF-p-sum,1A,3,1202,1202SFK.csv,1202SF.csv,mq08ma07K.csv,UV14MA07_00.csv,mcorrs_4nm_b.csv,xc08ma07n.csv,56937,qs07fe.csv,1,
125,16-Nov-06,SF-p-sum,1B,1,1203,1203SF.csv,1203SF.csv,mq15no06.csv,UV16NO06.csv,mcorrs_4nm.csv,xc15no06n.csv,52405,qs06se.csv,1,
126,17-Nov-06,SF-p-sum,1B,2,1204,1204SF.csv,1204SF.csv,mq15no06.csv,UV17NO06.csv,mcorrs_4nm.csv,xc15no06n.csv,52405,qs06se.csv,1,
127,14-Mar-07,SF-p-sum,1B,3,1205,1205SFK.csv,1205SF.csv,mq08ma07K.csv,UV14MA07_00.csv,mcorrs_4nm_b.csv,xc08ma07n.csv,56937,qs07fe.csv,1,
128,20-Nov-06,SF-p-sum,1C,1,1206,1206SF.csv,1206SF.csv,mq15no06.csv,UV20NO06.csv,mcorrs_4nm.csv,xc15no06n.csv,52405,qs06se.csv,1,
129,22-Nov-06,SF-p-sum,1C,2,1207,1207SF.csv,1207SF.csv,mq15no06.csv,UV22NO06.csv,mcorrs_4nm.csv,xc15no06n.csv,52405,qs06se.csv,1,
130,14-Mar-07,SF-p-sum,1C,3,1208,1208SFK.csv,1208SF.csv,mq08ma07K.csv,UV14MA07_00.csv,mcorrs_4nm_b.csv,xc08ma07n.csv,56937,qs07fe.csv,1,
131,21-Nov-06,SF-p-sum,2A,1,1209,1209SF.csv,1209SF.csv,mq15no06.csv,UV21NO06.csv,mcorrs_4nm.csv,xc15no06n.csv,52405,qs06se.csv,1,
132,20-Nov-06,SF-p-sum,2A,2,1210,1210SF.csv,1210SF.csv,mq15no06.csv,UV20NO06.csv,mcorrs_4nm.csv,xc15no06n.csv,52405,qs06se.csv,1,
133,14-Mar-07,SF-p-sum,2A,3,1211,1211SFK.csv,1211SF.csv,mq08ma07K.csv,UV14MA07_00.csv,mcorrs_4nm_b.csv,xc08ma07n.csv,56937,qs07fe.csv,1,
134,17-Nov-06,SF-p-sum,2B,1,1212,1212SF.csv,1212SF.csv,mq15no06.csv,UV17NO06.csv,mcorrs_4nm.csv,xc15no06n.csv,52405,qs06se.csv,1,
135,20-Nov-06,SF-p-sum,2B,2,1213,1213SF.csv,1213SF.csv,mq15no06.csv,UV20NO06.csv,mcorrs_4nm.csv,xc15no06n.csv,52405,qs06se.csv,1,
136,14-Mar-07,SF-p-sum,2B,3,1214,1214SFK.csv,1214SF.csv,mq08ma07K.csv,UV14MA07_00.csv,mcorrs_4nm_b.csv,xc08ma07n.csv,56937,qs07fe.csv,1,
137,20-Nov-06,SF-p-sum,2C,1,1215,1215SF.csv,1215SF.csv,mq15no06.csv,UV20NO06.csv,mcorrs_4nm.csv,xc15no06n.csv,52405,qs06se.csv,1,
138,21-Nov-06,SF-p-sum,2C,2,1216,1216SF.csv,1216SF.csv,mq15no06.csv,UV21NO06.csv,mcorrs_4nm.csv,xc15no06n.csv,52405,qs06se.csv,1,
139,14-Mar-07,SF-p-sum,2C,3,1217,1217SFK.csv,1217SF.csv,mq08ma07K.csv,UV14MA07_00.csv,mcorrs_4nm_b.csv,xc08ma07n.csv,56937,qs07fe.csv,1,
140,22-Nov-06,SF-p-sum,3A,1,1218,1218SF.csv,1218SF.csv,mq15no06.csv,UV22NO06.csv,mcorrs_4nm.csv,xc15no06n.csv,52405,qs06se.csv,1,
141,15-Nov-06,SF-p-sum,3A,2,1219,1219SF.csv,1219SF.csv,mq15no06.csv,UV15NO06.csv,mcorrs_4nm.csv,xc15no06n.csv,52405,qs06se.csv,1,
142,15-Mar-07,SF-p-sum,3A,3,1220,1220SFK.csv,1220SF.csv,mq08ma07K.csv,UV15MA07_00.csv,mcorrs_4nm_b.csv,xc08ma07n.csv,56937,qs07fe.csv,1,
143,21-Nov-06,SF-p-sum,3B,1,1221,1221SF.csv,1221SF.csv,mq15no06.csv,UV21NO06.csv,mcorrs_4nm.csv,xc15no06n.csv,52405,qs06se.csv,1,
144,21-Nov-06,SF-p-sum,3B,2,1222,1222SF.csv,1222SF.csv,mq15no06.csv,UV21NO06.csv,mcorrs_4nm.csv,xc15no06n.csv,52405,qs06se.csv,1,
145,14-Mar-07,SF-p-sum,3B,3,1223,1223SFK.csv,1223SF.csv,mq08ma07K.csv,UV14MA07_00.csv,mcorrs_4nm_b.csv,xc08ma07n.csv,56937,qs07fe.csv,1,
