,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455
290,10748.558,7430.4707,3618.7891,4639.5625,5716.7539,65818.441,200566.72,59096.801,10315.538,14665.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,18442.15,8349.6992,3727.2324,4156.5801,5766.1738,15555.65,166027.32,210711.65,27780.774,13323.435,16857.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,18146.965,6001.5527,5523.6582,4521.3066,5676.5723,8325.8476,51262.238,287243.52,147805.11,14969.461,14210.669,20187.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,15354.693,9558.7617,4685.7734,4850.1621,5508.3984,8473.7285,15562.777,150457.08,335552.24,79750,12245.72,16293.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,18690.631,9643.4277,5736.3066,5502.2812,6354.5605,7723.3281,12959.482,36911.924,295539.22,293147.09,41294.512,12422.079,19283.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,22764.476,11435.576,7469.0078,5974.666,6503.2012,7899.5019,11422.09,17933.058,100655.05,417687.01,204193.81,20287.181,14312.949,24798.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,27872.246,13546.783,6631.3359,6379.7891,7872.9297,9153.873,11227.587,14585.466,26117.071,227803.18,417532.28,110790.53,13354.213,17357.835,27904.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,27891.504,14036.494,9186.3652,6938.5644,7822.9414,10417.111,12229.96,14889.088,19264.462,54018.083,367415.84,334659.94,49307.202,11842.807,21666.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,29182.131,15289.799,11006.908,7851.9785,8364.75,11962.953,15037.852,16121.541,17496.603,22471.84,152228.5,458716.26,213023.65,13856.06,14773.854,23890.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,30934.424,15563.65,10755.264,8676.4433,9469.8437,11827.879,15836.093,17100.969,17175.087,19540.517,42279.365,297623.4,460709.53,86959.077,12561.518,16928.291,27660.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,38425.082,19338.025,13855.578,10274.883,11050.375,13065.742,17126.578,19363.447,18959.767,19009.37,22488.19,94317.408,453329.35,362119.44,42652.86,13265.008,20079.115,31154.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,38336.697,21198.916,13304.533,11219.295,11541.857,14626.48,18176.816,21343.394,21163.857,19818.579,20033.076,25906.735,196268.61,575582.6,224878.07,21958.162,15122.107,22010.233,34518.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,42511.779,22172.687,15496.443,10661.142,12846.955,15493.939,19018.938,21729.67,22780.814,20929.913,19639.256,17315.524,44046.79,371955.78,499665.49,105910.91,14860.191,15073.621,25738.572,37877.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,42245.947,22115.305,17350.973,11014.226,12774.725,15672.367,19098.793,21908.141,24108.53,22502.778,19535.953,14858.778,15972.819,100885.13,522104.67,342188.57,41144.474,12493.241,17145.461,27678.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,48170.543,22615.373,17209.115,11222.383,14143.992,17025.959,19579.811,22283.489,24496.432,23129.829,20248.065,13931.234,11721.792,20773.149,268306.75,550544.68,181372.61,12948.293,13119.483,18921.818,32180.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,41600.328,25302.451,18702.824,12707.295,14298.092,17816.451,21071.436,23982.723,24398.9,24253.371,21237.311,14006.261,9599.8857,11407.526,76005.118,451468.63,458804.85,57422.072,11213.038,13736.206,21496.627,35250.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,48108.91,24567.135,16216.486,12065.642,14953.197,18579.266,21936.815,23466.984,24264.688,23267.957,22220.605,14154.081,8825.3701,7926.8037,21172.275,187996.27,572863.03,280261.83,25524.905,11262.657,14438.887,23164.359,39350.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,48393.291,22628.967,16879.939,13715.158,14837.785,16980.592,21723.463,22652.987,23844.743,23223.481,21939.682,14517.972,8391.5185,6315.0537,11813.409,44372.003,342916.39,590206.39,145812.22,13904.972,11951.849,15136.423,26853.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,45572.082,24229.307,16910.496,12134.66,14334.523,16382.924,20746.697,22398.789,23048.539,22499.484,21029.162,14584.351,8165.2949,5432.1748,8650.6164,14964.815,93960.524,519138.94,420049.83,64527.012,10609.862,12560.341,16878.425,30221.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,49724.465,25079.182,17610.734,12613.883,14619.021,16771.01,20656.482,21164.722,22217.413,21877.024,19912.31,13897.389,8230.2656,5168.2051,7307.5115,9867.456,21646.856,192282.06,553997.26,253000.69,23176.074,10222.114,13097.842,18712.784,34377.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,50603.148,21520.043,15872.043,12849.547,14199.182,16853.131,19001.366,20989.193,21581.793,20176.993,19141.208,12887.676,8450.9326,5498.5859,6571.9121,7563.0044,11576.185,34260.76,350183.23,484551.8,111835.63,9434.5723,10622.932,13283.606,21118.489,37386.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,45278.963,24142.072,14002.711,12893.385,12645.055,14729.014,18677.158,19379.661,20695.44,19783.948,17598.417,11873.182,8021.5166,5769.0527,6298.5034,6477.4639,7946.8618,12145.662,112101.89,464487.46,336758.62,33313.579,8984.4287,11117.301,13299.44,22741.77,39590.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,35117.398,23192.295,12804.881,12511.432,12081.09,14456.182,17005.244,18462.643,18224.582,17739.41,16199.74,11087.755,7235.7558,5770.0166,6410.0019,5875.0425,6494.1518,7019.9438,24845.984,223034.53,499927.65,193527.88,16101.619,9118.9751,11487.503,12943.102,25165.19,40144.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,40982.557,23299.051,14549.142,11389.973,12085.6,13711.32,15621.783,17005.258,17454.353,17306.315,15427.057,10552.379,6475.4834,5699.8242,6512.2891,5646.9097,5873.8647,4912.811,9152.7583,55194.85,354572.98,454457.56,87932.441,9629.7771,9307.468,12095.552,14558.912,26537.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,39152.463,20502.426,14926.453,10471.012,11081.637,12903.408,14061.084,14805.698,16871.767,16376.376,14675.603,10231.849,6390.4795,5161.5058,6255.5552,5669.5205,5464.8672,4188.6611,5684.5029,14151.223,117867.13,462732,292285.74,36154.13,7978.9409,9972.7827,11698.562,15524.521,26306.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,37904.01,19801.045,15254,8913.9883,9994.5019,11815.742,13400.68,14873.405,15025.376,15293.097,13498.511,9676.3701,6172.1826,4474.3545,6077.5637,5887.1953,5483.7002,3749.0767,4275.0058,7643.5591,24173.123,214910.57,444271.75,150254.1,13509.698,7996.6785,10224.871,10999.766,15807.49,27548.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,45936.305,19357.199,12929.473,9286.9785,9770.3848,10859.818,12367.754,13702.518,13691.221,13521.38,12381.299,8802.4228,5725.3965,4402.4307,5495.7688,5838.4595,5239.0415,3473.8472,3653.7226,4891.0427,9849.4961,48821.399,344662.67,331729.18,59240.691,6872.8108,8287.9775,9895.35,9914.9339,16862.896,27984.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,36629.098,18857.916,13021.484,8408.834,9256.3535,9999.8555,11310.559,11980.421,12485.54,12356.74,11515.025,8280.1787,5488.6269,4271.0625,4951.8425,5513.7749,5156.0864,3440.895,3291.8071,3889.7024,5679.5142,13220.512,142768.33,395411.03,194508.6,14269.72,6833.135,8130.0061,9131.3668,9189.4144,18053.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
