,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550
230,-4.873,-147.8,0,0,142.4,5.303,3.085,1.369,0.601,1.206,1.309,1.803,1.351,1.528,0.853,0.808,0.665,0.346,0.574,0.515,0.434,0.518,0.479,0.549,0.427,0.374,0.363,0.372,0.328,0.31,0.313,0.362,0.3,0.261,0.185,0.217,0.224,0.211,0.165,0.259,0.199,0.134,-0.026,0.056,0.131,0.132,-0.654,-2.279,0.302,3.284,2.54,0.828,0.148,0.108,0.176,0.15,0.061,0.085,0.082,0.089,0.113,0.077,0.071,0.099,0.065,0.069,0.082
235,12.48,-40.58,-174.6,0,0,9.886,2.367,-0.142,1.995,1.618,3.411,1.283,1.694,0.374,0.385,1.117,1.026,0.454,0.761,0.456,0.505,0.698,0.481,0.6,0.302,0.286,0.333,0.415,0.392,0.465,0.23,0.304,0.326,0.372,0.308,0.285,0.164,0.198,0.204,0.217,0.167,0.175,0.017,0.139,-0.043,-0.04,-0.117,-0.622,-0.521,0.031,1.183,2.84,3.542,1.079,0.29,0.07,0.058,0.125,0.117,0.044,0.005,0.073,0.092,0.115,0.072,0.119,0.045
240,-12.8,-10.3,-46.03,-237.7,0,0,16.91,3.279,4.997,-1.032,3.099,1.309,0.787,0.47,1.116,1.179,0.561,0.603,0.732,0.678,0.439,0.533,0.129,0.477,0.489,0.398,0.465,0.38,0.592,0.407,0.251,0.251,0.347,0.328,0.351,0.234,0.226,0.251,0.31,0.241,0.127,0.16,0.165,0.189,-0.015,0.126,0.019,-0.093,-0.057,-0.207,-1.027,2.764,1.943,4.947,2.723,0.769,0.078,0.148,0.076,0.104,0.108,0.008,0.139,0.138,0.064,0.075,0.094
245,-7.898,-14.82,-10.33,-57.88,-307.9,0,91.92,19.72,5.268,1.915,1.226,3.193,1.86,1.022,1.396,0.831,0.679,1.056,0.806,0.638,0.562,0.339,0.474,0.517,0.559,0.463,0.346,0.499,0.341,0.442,0.238,0.324,0.417,0.254,0.115,0.344,0.315,0.214,0.232,0.228,0.159,0.2,0.117,0.138,0.167,0.155,-0.13,0.105,0.069,0.092,-0.279,0.358,0.458,3.13,3.783,6.582,2.735,0.431,0.206,0.168,0.138,0.011,0.12,0.06,0.113,0.119,0.079
250,-3.512,-6.886,-11.85,-21.16,-74.53,-71.91,0,0,83.69,11.27,2.462,2.736,1.364,1.067,1.104,1.016,0.772,1.141,0.479,0.664,0.497,0.552,0.363,0.53,0.54,0.528,0.462,0.54,0.502,0.374,0.382,0.291,0.292,0.304,0.253,0.299,0.291,0.251,0.216,0.21,0.136,0.135,0.146,0.147,0.121,0.115,0.052,0.07,0.186,0.069,0.062,0.248,0.111,0.36,1.496,8.058,5.145,4.429,4.697,2.823,0.726,0.126,0.077,0.056,0.108,0.099,0.085
255,7.493,4.34,5.338,-33.59,-8.4,-19.77,-81.54,0,0,1575,10.58,4.115,1.751,2.175,1.043,1.101,0.943,1.01,0.589,0.552,0.726,0.423,0.805,0.598,0.405,0.489,0.367,0.494,0.238,0.287,0.383,0.234,0.242,0.384,0.38,0.355,0.287,0.189,0.12,0.101,0.223,0.111,0.171,0.114,0.223,0.191,0.123,0.143,0.103,0.09,0.177,0.01,0.104,0.059,0.373,1.909,1.027,3.898,11.63,6.651,9.386,2.891,0.446,0.008,0.073,0.013,0.07
260,2.32,8.509,2.844,-9.921,-15.92,-2.573,-16.9,-46.2,0,0,15.72,6.304,3.973,1.623,1.242,1.827,1.177,1.158,0.602,0.204,0.981,0.542,0.81,0.528,0.67,0.62,0.423,0.402,0.305,0.217,0.5,0.336,0.329,0.169,0.33,0.344,0.311,0.101,0.169,0.269,0.223,0.106,0.213,0.297,0.119,0.181,0.174,0.124,0.039,0.176,0.195,0.195,-0.169,0.063,0.236,0.507,0.41,0.91,3.614,8.01,24.76,6.906,9.461,2.637,0.235,0.086,0.052
265,1.018,5.369,3.504,-0.33,-14.81,-12.78,0.858,-4.317,0,0,0,19.8,5.941,1.542,1.525,1.075,1.214,0.65,0.899,0.713,0.528,0.689,0.606,0.474,0.589,0.434,0.416,0.532,0.409,0.351,0.349,0.346,0.296,0.264,0.257,0.133,0.214,0.146,0.269,0.17,0.275,0.172,0.14,0.25,0.146,0.08,0.162,0.067,0.123,0.138,0.186,0.11,-0.003,-0.036,0.123,0.187,0.131,0.368,0.838,1.689,9.194,16.86,26.62,7.634,7.635,1.504,0.084
270,11.5,9.906,7.718,5.276,-5.986,-16.72,-17.84,0.598,4.725,242.3,0,0,53.89,8.826,1.906,2.013,1.175,1.236,0.969,0.763,0.718,0.809,0.861,0.741,0.625,0.63,0.636,0.568,0.684,0.568,0.34,0.476,0.397,0.33,0.257,0.289,0.229,0.23,0.279,0.274,0.27,0.266,0.267,0.262,0.195,0.182,0.201,0.131,0.171,0.167,0.134,0.091,0.078,0.07,0.039,0.099,-0.014,0.268,0.245,0.445,2.105,4.78,10.34,14.59,11.11,17.82,5.697
275,38.56,30.92,11.93,3.931,6.776,3.374,-19.06,-10.14,9.898,61.65,290.3,0,0,106.1,2.581,2.317,1.059,1.703,0.894,1.163,0.776,0.935,0.903,0.756,0.386,0.591,0.642,0.578,0.598,0.401,0.603,0.566,0.517,0.423,0.197,0.254,0.301,0.28,0.298,0.303,0.27,0.223,0.14,0.398,0.318,0.21,0.18,0.211,0.179,0.134,0.119,0.115,0.127,0.209,0.084,0.286,0.038,0.01,0.229,0.347,0.64,1.202,2.312,3.485,4.114,14.23,23.85
280,49.64,45.52,30.92,18.5,4.559,2.981,-2.033,-11.05,12.38,32.56,91.62,764.1,0,0,8.227,3.925,2.98,1.358,0.839,1.696,1.114,0.807,0.49,0.758,0.862,0.513,0.598,0.572,0.449,0.448,0.422,0.316,0.508,0.411,0.436,0.255,0.443,0.215,0.421,0.298,0.311,0.201,0.228,0.37,0.321,0.262,0.238,0.194,0.194,0.228,0.168,0.223,0.1,0.06,0.203,0.164,0.175,0.165,0.03,0.108,0.429,0.386,0.633,1.002,1.119,3.524,10.57
285,84.35,79.25,55.81,27.87,9.24,4.048,13.82,5.864,5.958,52.11,76.94,260.9,0,0,758.7,11.29,5.287,2.532,2.154,1.654,0.855,1.172,0.743,0.64,0.63,0.608,0.772,0.623,0.434,0.506,0.535,0.392,0.477,0.359,0.496,0.496,0.403,0.433,0.398,0.379,0.426,0.165,0.267,0.284,0.372,0.173,0.259,0.339,0.304,0.273,0.273,0.176,0.073,0.136,0.277,0.169,0.178,0.147,0.142,-0.226,0.381,0.34,0.274,0.605,0.674,1.255,2.946
290,158.6,181.8,140.1,67.67,26.37,14.81,23.56,33.94,58.48,118.5,181.7,257.3,230.6,1196,0,638.5,45.22,4.987,2.492,1.477,1.399,1.138,0.681,0.99,0.902,0.604,0.733,0.451,0.59,0.402,0.552,0.494,0.523,0.485,0.498,0.644,0.695,0.509,0.359,0.302,0.459,0.316,0.384,0.48,0.513,0.455,0.463,0.395,0.438,0.324,0.278,0.315,0.106,0.133,0.224,0.272,0.152,0.326,0.368,0.313,0.375,0.35,0.903,1.056,1.201,1.432,1.823
295,236.9,287.6,232.1,113.7,43.33,28.68,36,66.28,124.4,202.1,313,399,350.5,422.9,643,0,599.5,8.927,3.506,1.986,1.531,1.01,0.937,0.927,0.918,0.625,0.73,0.68,0.549,0.483,0.535,0.86,0.512,0.313,0.567,0.849,0.814,0.716,0.607,0.52,0.567,0.493,0.612,0.572,0.576,0.704,0.608,0.616,0.632,0.433,0.333,0.392,0.145,0.264,0.211,0.28,0.364,0.284,0.492,0.427,0.767,0.99,1.23,1.517,1.86,2.078,2.245
300,289.2,355,281.6,140.2,49.24,39.47,48.1,89.2,164.3,273.2,388.5,473.6,440.5,286.7,197.8,1294,0,767.8,10.33,3.125,2.153,1.699,1.257,0.855,0.83,1.02,0.777,0.619,0.842,1.047,0.435,0.662,0.52,0.671,0.666,0.945,1.057,0.758,0.67,0.604,0.531,0.557,0.491,0.655,0.642,0.8,0.771,0.831,0.621,0.555,0.315,0.37,0.155,0.2,0.272,0.198,0.337,0.417,0.531,0.612,0.963,1.117,1.686,2.063,2.036,2.331,2.779
305,326.5,365.5,319.4,148.5,58.21,41.6,50.03,100.9,181.1,305.7,452.8,508.7,483.2,274.3,97.04,340.6,2092,0,3146,9.711,3.34,2.119,1.423,1.077,0.867,0.704,0.853,0.743,0.649,0.683,0.526,0.505,0.594,0.545,0.629,0.847,1.04,0.721,0.812,0.574,0.685,0.66,0.605,0.636,0.815,0.657,0.937,0.935,0.767,0.516,0.429,0.296,0.273,0.394,0.318,0.326,0.3,0.6,0.559,0.851,0.976,1.591,1.722,2.394,2.722,2.812,3.229
